TimeStamp,SCA_ENG,RAW_ENG,MIN_ENG,MAX_ENG,ACT_ENG,SCA_VAL,RAW_VAL,MIN_VAL,MAX_VAL,ACT_VAL,SCA_MED,RAW_MED,MIN_MED,MAX_MED,ACT_MED,SCA_FRU,RAW_FRU,MIN_FRU,MAX_FRU,ACT_FRU,SCA_FOC,RAW_FOC,MIN_FOC,MAX_FOC,ACT_FOC,SCA_EXC,RAW_EXC,MIN_EXC,MAX_EXC,ACT_EXC,SCA_LEX,CQ_AF3,CQ_T7,CQ_Pz,CQ_T8,CQ_AF4
1557623322.22345,0.564736,0.542219,-0.221297,1.12811,1,0.537866,1.96547,-42.0935,41.0372,1,0.395123,0.18171,-0.650236,1.17234,1,0.400428,-0.157858,-0.30738,0.0366043,1,0.274665,0.491945,0.447236,0.637086,1,0.212352,7.10826,1.92832,23.4722,1,0.371981,4,4,0,4,4
1557623332.31004,0.510974,0.491072,-0.21868,1.12646,1,0.536535,1.87186,-41.926,40.872,1,0.441223,0.141856,-0.647124,1.16983,1,0.391008,-0.168492,-0.306837,0.0359944,1,0.277115,0.510639,0.447326,0.636608,1,0.173786,5.16495,1.90494,23.431,1,0.307191,4,4,0,4,4
1557623342.39675,0.601221,0.551773,-0.216052,1.12481,1,0.535699,1.83575,-41.7628,40.7081,1,0.416674,0.118018,-0.644013,1.16594,1,0.378766,-0.169776,-0.30628,0.0351925,1,0.337142,0.521876,0.447588,0.636139,1,0.130554,4.35918,1.83202,23.4244,1,0.232408,4,4,0,4,4
