AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,class
41.343082,8.29211,4.183809,3.464909,2.207561,48.326106,2.548974,4.494099,4.103785,5.11174,17.741197,5.272179,2.374255,3.131412,2.898954,164.138014,18.69165,9.106721,8.7764,15.701605,19.56648,7.303867,3.818849,3.83394,4.643675,happy
25.654398,11.898253,2.319859,2.446177,2.987717,2.116499,0.690729,1.200608,1.52969,3.82808,3.148358,0.818277,1.353769,1.361097,1.097628,4.348152,2.497882,2.82922,2.511706,3.190768,9.666461,4.575912,2.045088,1.780803,3.341883,sad
32.146062,12.756779,1.670864,1.362094,2.153425,1.959617,3.433402,0.621663,2.495294,4.168273,4.688918,5.984179,1.584806,2.662015,1.526594,10.580326,2.412703,4.287222,8.34748,7.504141,19.640426,11.821487,1.766365,2.202347,1.725783,happy
9.955113,3.683192,2.724939,2.169288,1.420438,5.04874,2.096798,2.497053,2.96543,3.528576,3.706824,3.290332,3.217942,2.410311,2.001074,3.44154,5.384111,3.672906,7.891184,12.981425,9.682723,3.975005,2.248959,2.414434,1.906504,happy
5.776195,2.591721,1.555627,2.129334,3.797077,2.655778,1.42334,1.516805,4.497533,10.352278,11.539014,2.527944,2.180147,2.566508,3.201455,4.07457,1.140414,5.10993,7.110308,10.726161,3.548703,2.172889,1.46453,2.735003,2.977962,happy
42.584158,13.229892,5.18503,4.677434,1.620614,2.643899,1.874131,2.830621,4.200493,2.327519,61.066733,6.310826,6.587759,8.235128,3.226867,1.970521,2.948113,7.571015,4.785107,3.468371,42.735169,21.961689,14.870912,7.56031,3.510398,sad
33.522422,10.305242,3.194846,2.149134,0.69626,1.208883,0.765267,1.220332,2.626168,1.017787,2.505802,2.013504,1.935374,1.727022,1.111656,2.6055,1.699877,3.505868,3.10368,1.889418,5.991489,1.79149,2.329435,1.680273,0.898031,sad
14.441617,7.169487,3.42843,3.334566,3.13906,90.698409,31.305375,9.57472,9.5311,8.36645,14.703976,1.917128,3.49325,4.501692,4.15634,6.14566,2.058988,5.50375,5.216149,9.528209,10.037642,2.700927,3.253153,3.746081,4.328314,happy
11.899431,3.110083,1.12851,1.347786,0.769137,1.145239,0.962562,0.527224,2.199747,1.245891,36.365564,18.346352,7.534861,2.578437,1.257636,2.982408,1.558195,2.207307,4.50189,4.53892,11.958669,2.0058,0.590402,1.419768,0.857722,sad
15.927767,1.835037,1.369652,1.225559,1.312355,3.45279,1.653352,2.192204,2.229937,1.771628,6.190079,4.874543,2.047134,2.887021,1.668128,5.617981,1.565541,2.008587,2.646911,3.264426,17.70956,5.79645,1.806821,1.46171,1.691786,sad
67.721098,13.214175,4.580051,4.229511,1.119489,3.198424,3.054568,3.047398,4.55111,2.734914,5.006729,4.362719,2.459544,5.001581,2.185254,3.347909,6.68395,6.621479,8.728353,10.046166,10.943918,3.091008,1.474402,3.244274,1.049561,happy
38.838203,14.941764,4.506569,4.427734,2.896049,91.871901,16.274107,9.163423,7.956009,12.905526,265.073386,65.632244,21.006341,7.335394,4.624463,47.062036,16.593311,9.678477,10.883191,11.049281,59.507972,13.233978,5.819623,4.078074,3.798772,happy
9.190543,3.430944,4.159009,2.602455,1.772481,5.997974,3.432889,3.324624,4.471862,4.092872,10.022878,4.729317,4.73128,3.222367,2.74424,2.392416,5.578214,3.069019,3.111328,7.834781,3.74144,8.012663,4.531138,2.474411,3.152868,happy
6.279681,7.845333,5.914976,3.33477,2.014901,0.597021,0.36576,0.635459,2.149985,2.236767,33.553951,6.840538,7.553167,2.495144,1.861521,2.507995,2.456329,2.730735,2.378385,2.220412,4.40288,4.914683,3.924442,1.344252,2.151891,sad
5.801132,2.546707,2.570768,1.603475,2.052677,0.65072,2.160509,0.929052,2.056819,4.595433,14.542915,5.094062,2.093072,1.633329,1.377073,1.494286,1.536495,4.863591,13.569717,10.175562,2.437436,1.887439,2.121288,1.656401,1.574432,happy
3.27201,2.308114,3.635357,4.275088,7.467542,1.931334,1.728387,6.080285,7.83066,14.556322,10.381133,2.988415,3.962947,3.801933,6.036223,3.382226,3.905845,1.534956,9.979151,16.577765,8.721312,4.955177,5.937544,4.66258,7.871707,happy
7.397678,5.459471,2.740066,2.304732,1.035628,1.5054,0.632983,0.89343,1.877136,2.551341,84.064732,10.301456,5.294847,2.554329,1.84966,59.292514,2.659327,4.360886,8.441862,11.294449,3.407423,3.229593,1.762078,2.333224,2.031052,happy
46.601593,8.607596,3.192302,2.14023,0.843061,2.839236,0.922341,2.284632,2.377825,3.207676,9.955988,3.268476,5.179516,3.132375,1.024691,3.607511,1.801003,3.744291,2.558617,4.164681,26.796374,5.841008,3.278998,1.668042,1.05191,sad
45.864588,4.657327,1.098167,1.668813,2.304573,1.210691,1.80361,1.351189,2.738581,5.346556,6.196051,4.242759,1.441184,1.908758,2.134767,0.773146,1.219758,7.191375,8.196163,14.413782,17.372439,2.596675,1.286885,2.669595,2.442729,happy
107.575221,12.044328,5.521945,3.400894,2.229686,12.773468,7.006681,2.728293,2.998528,3.675058,66.366551,9.892126,7.777746,2.466241,2.430554,53.691148,10.593076,8.051961,11.904337,10.249239,72.658519,9.682916,4.716081,3.213063,3.53278,happy
46.300683,12.183059,7.411539,2.951523,1.318769,349.909031,51.94411,12.896263,19.881046,9.622415,12.637764,3.59579,4.520482,4.925413,1.986414,8.483529,4.578346,10.468404,8.026674,5.482057,26.940492,3.972189,4.154412,4.124985,1.727453,happy
8.317951,3.033251,4.404924,1.746882,1.654757,3.558045,1.109108,1.715649,1.070912,2.518796,10.133504,5.054295,4.273275,4.808084,2.84364,3.315418,0.852834,2.838313,1.581982,2.680575,4.152121,2.945639,3.469223,1.603932,2.224718,sad
4.67348,1.312088,2.11927,0.889975,1.544595,0.861463,0.796531,1.238962,1.633853,1.521862,159.782301,60.44262,24.126432,9.401754,3.516745,0.658072,0.696517,1.577184,1.454882,3.07173,1.766206,1.944453,1.042369,0.791126,1.472258,sad
41.171734,13.971725,4.821514,2.236709,0.826997,2.119253,1.816616,0.674104,1.526754,2.216035,32.087274,4.220505,6.080564,3.238842,1.692599,7.279214,4.038049,3.989424,2.025423,3.993949,23.160502,6.596008,3.339188,3.039661,1.572023,sad
26.417997,2.26362,1.696583,2.475898,1.053258,1.324095,0.621993,0.844719,1.482022,1.524771,2.439864,3.258037,3.909396,2.306932,1.18514,7.898191,2.689437,1.444529,2.045542,2.082569,18.239462,4.367876,4.655638,2.461181,1.565116,sad
10.129511,3.008125,1.863798,2.401295,2.546058,2.307308,1.901561,1.432876,1.750324,3.140121,15.008151,8.133176,6.383373,1.873667,1.597759,3.699293,1.620934,1.322211,1.590983,2.806204,7.443038,2.532838,1.933651,1.433737,2.502819,sad
3.428752,1.318256,2.023768,1.254137,1.933734,18.152316,4.074217,4.986014,2.915707,3.642946,12.017034,6.114415,3.983021,2.811776,2.947928,98.848601,12.549294,4.174053,3.552003,4.756569,8.343484,3.322876,4.680835,2.418912,1.70882,sad
40.779747,7.92439,5.173359,2.571013,1.619649,2.623449,1.544188,3.06209,2.379836,1.561419,4.945702,4.724899,4.828529,1.917935,1.037039,1.645446,3.989889,5.373984,3.045123,2.757949,13.223092,6.19095,4.776051,2.342476,1.517209,sad
101.135098,14.211777,5.540644,3.335766,1.932114,3.817833,1.873443,2.835602,4.882828,6.141873,7.005251,1.626183,3.514019,2.768088,2.584726,5.949919,2.964186,5.288826,6.057469,9.46228,27.344601,7.1624,3.573778,2.761854,2.249155,happy
42.253568,9.295283,3.022347,1.455378,0.847228,1.079841,0.374629,1.415107,1.37927,1.100697,2.663602,0.809827,2.206399,1.639349,1.245737,1.629988,1.83747,3.757368,2.261759,4.016235,16.836091,3.515567,1.746848,1.322641,0.979639,sad
49.508862,11.72327,8.932798,3.122991,3.190487,2.304297,3.567055,1.723645,4.19952,8.588639,12.609487,4.688649,2.990193,3.090542,2.985668,2.382883,1.480055,7.054821,6.201118,20.841532,12.282398,4.773873,1.968191,1.723051,2.576704,happy
33.084713,16.168001,3.583561,4.993266,2.267727,1.404484,1.758464,1.928794,2.393599,6.130048,8.814357,5.570925,2.685617,2.372647,2.227754,2.264214,10.372611,3.382756,9.491289,9.63889,16.190152,8.54066,1.340128,4.001151,2.474976,happy
8.276812,2.49908,2.604476,2.317258,0.978243,2.87205,1.409632,0.759507,1.633838,1.892417,6.910864,5.105474,2.165379,2.038527,0.907052,1.655065,2.511794,4.648303,2.393508,3.107872,18.911343,2.170274,1.950544,1.428051,0.933483,sad
35.369498,11.938417,2.045059,1.556027,0.933546,1.713109,0.417389,0.266544,2.285532,1.891292,2.325308,3.399136,2.085569,2.455055,1.40495,2.590204,1.194784,2.317574,3.047619,2.908116,22.139209,5.878591,3.511066,0.751844,1.596591,sad
91.440227,18.28858,5.100608,2.899071,2.471219,8.706892,3.091308,2.345578,2.922325,3.481779,33.932508,4.219856,1.049896,1.60521,1.175683,18.845589,2.204636,2.998344,6.029264,9.728026,73.09198,11.563273,3.408444,2.279416,2.828787,happy
24.401371,8.061703,2.665244,2.12376,1.35375,3.077233,1.581042,0.995111,2.073151,2.849045,8.346112,3.559827,2.805245,2.478608,1.421729,4.776182,2.026573,5.202218,4.112846,3.478887,21.256304,3.505604,2.437645,2.120413,1.204148,sad
54.598756,12.214937,4.483372,4.277479,1.282866,2.618641,1.540176,1.836853,2.785149,1.772998,5.114525,2.211643,2.570284,3.892666,1.078397,6.838447,2.190583,3.349599,6.048848,3.661492,15.005848,6.374612,4.775756,2.65523,3.576222,sad
26.670434,4.995563,2.626038,1.605904,2.55637,1.131411,2.012648,1.040495,2.227544,5.811258,13.452778,4.434706,1.802654,1.478294,1.884995,2.012495,0.811699,5.271544,10.70863,13.871396,10.036763,2.959305,1.658925,1.808884,2.29,happy
9.235373,12.423168,8.047981,4.065723,11.778641,6.108842,6.609411,5.874733,5.671098,15.17033,260.895406,13.518579,9.244554,2.158081,9.268132,6.057424,12.671873,8.830547,17.510347,23.516838,14.56143,12.019079,6.355722,4.021396,10.58545,happy
17.317809,4.857698,2.416304,1.42907,1.049307,1.343999,0.728494,1.076394,1.465808,1.68707,4.689169,1.636429,1.569388,1.438333,1.367873,2.243249,2.361802,0.671158,1.941525,2.953229,12.569661,3.243003,0.804726,1.620498,1.979041,sad
23.00945,4.043033,4.88602,5.248852,3.725155,4.970486,1.776925,1.934301,3.145217,6.594117,32.51473,4.709349,4.045326,5.088676,3.587537,54.788707,11.329672,13.251248,12.319014,6.591405,12.860328,2.199842,3.912587,5.070857,3.665384,happy
8.635868,4.460193,1.372977,2.899901,1.600198,0.971951,0.880756,0.785558,2.458702,2.163716,3.526873,1.311152,1.291132,2.039447,0.997495,3.879596,4.19958,3.110469,4.79851,3.240407,8.726638,3.201316,1.966342,3.988764,2.079869,sad
8.853044,3.996482,4.162583,1.896406,2.269323,0.780674,2.553304,0.962973,1.825642,5.24072,22.225719,6.299612,3.125876,1.592838,1.55683,1.772658,1.223325,4.417654,14.09868,12.415473,3.132269,2.475439,2.168765,1.838916,1.78417,happy
11.125314,6.164123,2.302178,3.80796,2.797631,3.519542,2.058991,5.390661,6.643324,6.651687,13.733356,4.289055,3.031635,2.129676,2.947574,0.598038,0.840423,5.450641,11.47808,14.962177,2.9989,2.189882,2.114158,2.328977,3.119335,happy
25.411121,2.527165,3.182831,3.248705,1.234026,1.511522,0.573119,1.652519,1.717849,1.929618,5.680322,4.024378,2.810409,1.972281,1.558861,16.13075,2.309334,1.459002,2.217334,3.886807,14.34331,3.414815,4.669293,3.267874,2.224818,sad
1.944232,1.637001,1.510959,1.537608,0.97952,1.080283,1.823692,1.282752,1.489465,2.12425,2.077098,1.967666,0.651971,1.144422,1.366426,7.226779,8.830396,3.576338,2.788871,2.556768,2.166627,3.552565,1.400811,2.775232,1.739536,sad
2.692963,1.637084,2.772256,3.611614,4.230122,1.827468,1.373878,4.001918,8.275739,8.500917,7.595008,2.969657,2.306239,4.861897,3.061487,2.897606,2.987036,1.625075,11.319867,13.360001,7.650305,3.024044,4.005001,3.728007,4.004363,happy
7.293231,3.689716,2.694703,5.036725,9.641321,8.074125,5.082845,2.342278,8.955485,13.774186,184.324236,25.754181,7.191352,5.625926,8.730326,37.511502,31.225071,8.576383,16.227786,21.731918,6.597321,5.441153,2.281082,3.970971,8.573545,happy
4.96148,3.341779,2.117889,2.531427,2.555062,3.229947,1.9349,1.767682,2.978287,3.987548,7.426664,2.711847,3.583367,3.065364,2.519814,1.764907,4.321929,3.787849,2.44051,3.767821,8.128294,3.352877,1.122321,1.660265,3.510698,sad
37.101644,4.300736,2.708752,5.928671,0.81378,1.109707,0.650147,1.680304,4.191727,0.996211,4.868724,2.184479,5.704169,8.418298,1.338513,2.804997,2.013512,3.457877,6.535359,2.896576,16.36521,5.110113,4.595536,5.878039,1.08278,sad
25.640731,6.218496,2.314712,4.020084,4.280244,7.516671,7.575771,3.971852,6.149846,6.519595,948.05915,65.012981,10.942941,7.783381,4.56055,56.421438,5.015027,11.979427,8.830002,9.652391,24.619264,6.26586,2.402864,4.249318,4.209914,happy
24.13077,4.276158,2.78225,4.703557,0.932289,0.847564,0.351132,1.710146,4.53014,1.892637,16.791092,2.3753,2.878502,6.266594,1.457074,14.630459,5.197341,4.252385,6.479889,3.789687,3.81848,2.949862,1.673114,4.061932,1.38624,sad
89.49026,30.39112,5.702703,1.74989,2.312063,3.781039,2.375577,1.985741,2.627407,3.437293,10.892548,4.271806,3.927595,2.104198,1.515804,4.7914,6.027638,5.475763,9.086109,11.987489,33.705018,12.588377,3.795433,2.840157,2.729197,happy
34.171035,8.532446,2.388916,2.129028,0.94397,2.14027,0.889564,0.499842,1.294526,1.069918,4.215506,1.05916,0.830725,1.069523,1.27322,3.47511,1.791475,3.949051,1.732303,2.316642,6.480381,1.239699,2.084222,1.476995,1.069979,sad
153.387744,29.611802,8.508266,1.282725,1.658776,3.543688,0.813077,0.664971,1.806926,3.091247,5.945405,0.948838,1.659595,1.220188,1.367459,3.551003,1.356941,7.290517,7.000519,10.104126,84.029431,18.369297,6.353917,1.256475,1.164732,happy
223.062736,51.355881,8.839224,2.961769,1.426024,109.483376,22.997482,15.690451,12.883836,5.777418,38.074448,4.617895,1.401628,2.268146,1.760552,57.087004,3.489906,19.590312,14.668576,13.864238,120.183027,16.663505,7.147008,5.365241,6.323347,happy
63.529121,7.513833,1.051636,0.899872,0.826844,1.455609,0.647867,0.48849,1.263236,1.987482,3.472095,1.426752,0.885309,1.33729,0.924779,0.815131,1.472275,2.37461,1.342028,3.488736,19.885408,0.946848,1.147491,0.849024,0.843693,sad
23.938927,4.280102,1.517444,1.713304,2.475151,44.753985,6.39508,5.406085,3.855846,5.877044,37.707986,4.750964,1.569776,2.53461,2.301716,23.42831,3.514765,5.267696,7.90434,10.319448,17.752125,7.091714,2.669192,3.627421,5.105462,happy
42.362471,8.762063,2.169781,3.896217,1.166183,0.894114,1.342164,1.265502,3.684288,1.466284,2.302239,1.326272,1.382719,4.713279,0.790334,6.397178,1.83147,3.027778,5.737432,4.674391,12.090232,6.466464,2.914258,3.041411,2.024134,sad
95.764666,14.090018,2.735599,2.453559,1.433165,2.174671,1.830239,2.08333,1.910068,4.490089,9.926369,1.576467,1.094294,1.665186,1.944373,5.479096,4.242371,5.6235,13.077998,10.322191,53.655138,10.25669,3.040178,1.740279,1.888194,happy
31.199758,7.301167,4.34647,2.425179,0.920272,1.820637,1.182814,0.947725,1.347383,1.338379,10.162306,5.035891,2.880692,1.690843,1.196224,4.096664,1.843433,4.601985,0.680226,1.996926,33.837886,4.014313,5.795198,2.081169,0.857922,sad
29.71472,11.898973,0.872193,1.547283,1.024668,4.308152,1.953008,1.340019,2.638387,1.932013,4.942226,2.684134,1.888771,2.184407,1.550319,5.216903,6.569681,2.032032,4.86079,3.09859,15.752914,6.607392,1.67665,1.777106,1.591253,sad
7.488454,5.596947,0.771972,2.237264,1.753052,1.27955,0.740949,0.63741,1.682801,2.570766,8.852109,7.11403,2.622676,5.013858,2.109289,3.819489,1.987719,0.968026,3.176438,4.666879,15.602545,5.798917,2.898702,2.523093,1.290513,sad
3.653878,1.256552,2.385869,0.894778,1.398402,1.28212,0.508755,0.798132,1.267918,1.718612,3.208435,1.565504,1.209785,1.270623,0.980375,1.629957,1.812384,2.062993,2.419785,2.473608,2.583927,1.686248,1.257314,1.010591,0.95724,sad
2.326779,2.517226,1.318799,1.35896,1.302253,0.870795,0.580527,0.507295,1.446782,1.52841,2.20193,1.222251,0.582725,0.804603,1.420291,0.830911,0.866897,0.888101,1.207434,1.468004,1.74919,2.190965,1.13443,1.243832,1.792816,sad
43.199233,8.363074,3.02662,2.063785,0.881251,3.277541,0.881612,2.634835,2.075594,3.191276,8.752158,2.824151,5.417561,3.077288,1.097823,4.115805,1.670945,3.904369,2.363347,4.031525,24.516447,5.646669,3.257011,1.688747,1.131812,sad
13.302357,1.801316,0.551619,1.474308,1.107962,1.14698,0.815676,0.532544,1.02937,0.967431,20.723799,7.380019,3.134167,4.445838,1.823725,3.457614,0.580256,1.32024,1.41994,2.872809,5.456412,2.160674,0.551227,0.729787,0.727843,sad
3.979195,5.356522,1.632987,1.525255,1.69345,4.547465,2.579474,1.53841,3.681586,3.52722,8.017815,3.297435,1.438026,1.500159,1.639186,40.657596,2.729734,10.84019,8.648647,10.452132,3.034177,5.170774,3.600594,2.328398,2.40738,happy
37.881734,11.195744,9.0094,5.035745,2.990743,2.154518,2.09461,1.520871,5.337909,2.922484,5.554722,6.661483,2.083511,3.866528,1.115897,31.571069,9.879184,6.964673,5.802299,8.519067,23.760316,7.345552,3.940325,4.82973,2.847595,happy
61.564439,13.120087,1.439025,4.739852,1.945272,6.399541,3.629053,1.830101,5.286031,6.340256,8.59911,4.296912,1.577096,3.785527,2.763039,15.257708,6.334187,5.392264,10.722558,15.228114,27.259038,5.230685,1.665899,3.408336,2.60086,happy
36.6197,5.265092,2.188262,2.380415,1.874357,42.858071,9.042574,4.040116,6.590117,5.476794,16.181444,4.989756,2.683175,3.823102,3.062156,37.534831,11.047227,8.318209,6.72058,10.826567,22.145406,5.944723,3.992002,2.783152,3.879208,happy
26.111502,6.284638,4.037082,2.150771,2.476327,2.744334,2.20668,2.554068,2.715911,3.559957,150.842978,33.110366,12.519831,6.485425,3.84005,3.897112,7.001705,8.663284,7.887523,10.763332,11.316225,5.405279,3.388839,2.656251,3.231976,happy
23.623654,5.601128,2.106146,1.988343,1.143179,1.404618,0.331973,0.400181,2.280045,1.783808,4.920099,0.99841,0.495893,3.22137,1.188696,1.798836,1.677228,4.902792,4.781105,7.068219,10.695918,2.772095,1.987592,1.5692,1.421441,happy
3.371768,2.649811,2.991314,2.125349,1.142871,2.600717,0.779709,0.736313,2.001696,2.144314,12.249986,8.199572,2.455837,1.141947,2.011405,3.784559,1.13172,2.965546,1.553636,2.874987,5.937309,1.917788,2.558112,2.285082,1.701563,sad
4.205398,3.919273,1.453942,2.266042,1.916363,1.781238,2.44017,2.005237,1.469575,2.707329,7.370064,4.281081,3.105416,1.819337,1.407646,2.413996,2.144232,5.111698,4.433203,4.002639,5.894884,2.312352,1.203653,2.313542,2.189335,sad
9.404948,2.022697,1.275333,1.567494,0.806587,1.015319,0.91705,0.562347,2.534887,1.349595,60.820589,29.644323,11.562352,3.497577,1.247831,2.812141,1.441303,1.953213,4.993584,4.300573,11.422719,1.767603,0.511295,1.758707,0.894901,sad
22.073142,5.482534,2.633095,1.488069,0.851242,2.055593,0.679459,0.519236,1.123433,1.400389,2.027493,0.904679,2.104292,1.756013,1.170007,2.86446,2.491696,4.221598,1.852647,1.796836,37.322542,7.133096,6.102183,2.674986,1.515854,sad
48.158915,8.952235,1.696073,1.723188,1.643001,2.647856,1.542637,1.626041,4.108865,4.047252,28.13136,5.695877,1.757538,3.984408,1.227752,3.084546,3.909103,5.796206,11.751509,12.188549,24.249218,7.683368,2.151925,1.634845,1.357699,happy
33.097147,6.547771,2.382417,1.342523,2.067772,6.259138,4.500461,3.53148,3.105912,3.409325,470.224394,166.37055,68.889303,10.692577,7.415283,2.401884,4.941277,3.272745,3.738628,3.171687,64.217988,13.234188,8.029373,3.560974,4.045365,sad
33.120663,9.106118,11.074359,2.682082,3.326762,7.1,3.666508,2.926576,3.573545,7.429341,17.907848,6.291599,4.496651,3.087036,4.167094,78.960219,10.618329,12.812825,12.344293,9.508606,11.452214,7.420557,4.537029,2.570562,3.928281,happy
5.133211,5.511916,7.774588,2.676782,3.555818,2.458406,2.733183,7.396181,5.697404,9.478695,23.91008,4.182371,3.946313,3.26485,3.813766,3.50757,8.016286,3.708232,7.127218,12.105857,6.250092,3.563832,2.984308,3.657993,3.326429,happy
2.092998,0.641261,0.876032,1.48075,2.234308,0.859295,1.268446,1.07655,3.210782,4.877218,36.582398,2.768863,1.747293,1.78921,1.999635,3.366844,4.565633,3.928123,8.946819,16.011903,2.297502,2.149217,1.31995,1.505736,1.937514,happy
10.132015,7.168537,1.988978,3.139932,0.845499,1.747752,1.234443,0.784949,2.442494,0.859305,4.668291,2.341227,2.566229,2.3081,1.642614,1.377396,1.866826,2.843262,3.619725,2.278642,3.695646,4.370173,1.882538,2.450239,0.876514,sad
10.442783,2.891695,5.795339,2.966528,1.091894,1.661599,0.758132,4.576807,4.106878,2.133177,5.206277,5.404015,2.797366,3.405074,1.426338,0.648956,1.717166,4.113806,2.619463,3.711946,25.779992,6.172758,4.62196,5.115475,1.748718,sad
5.73079,2.999153,1.996275,1.29069,1.123342,1.482908,0.415424,0.67583,1.381307,1.480963,5.068913,1.72226,1.94573,1.90909,1.299708,1.677391,1.304732,2.412066,2.715441,2.955632,8.17969,2.849847,0.902331,1.351398,1.195206,sad
55.080873,10.785266,4.409984,13.744448,16.236878,5.513393,2.498411,2.693467,22.894996,32.736649,6.915851,2.506448,2.516013,14.03963,16.60475,5.018928,4.801554,5.291473,17.171584,38.522721,20.668453,5.784206,2.543792,13.038072,12.974901,happy
14.678267,5.776569,4.820653,5.972537,3.81012,1.75591,2.408645,3.437396,4.455244,6.705031,27.108003,5.883305,6.50797,5.627272,3.793384,25.229099,13.937639,12.690305,10.740823,7.23007,11.390826,3.775767,5.220263,5.802876,3.822056,happy
86.513175,14.366512,1.750166,1.666063,1.96685,5.130688,4.649005,1.390146,2.958299,4.58105,3.607117,3.495532,1.562046,2.999992,2.427139,3.730411,1.386089,2.935383,8.760965,10.256619,21.967094,8.573774,2.259321,1.970951,1.456547,happy
32.785,7.610376,1.928808,1.435935,2.257472,0.623497,1.002383,0.902912,2.338081,5.371077,6.401526,2.306272,1.989529,2.029424,2.357732,10.476913,2.598197,5.638647,8.009891,9.199701,20.352382,6.843198,2.257463,2.217628,1.922911,happy
2.757303,0.790976,1.405489,4.298896,2.953012,1.709175,1.620967,2.838399,9.216479,8.094252,8.19239,3.518286,1.167365,7.299214,3.009012,3.351199,1.617374,3.002883,10.006162,15.736554,4.974649,1.752154,2.306638,5.202506,2.450814,happy
66.324841,16.777091,9.433754,3.821972,1.895908,1.17632,1.384758,1.728087,1.273997,1.423457,3.920495,3.11942,2.649009,1.751613,1.41666,1.896175,3.369765,4.201473,2.189992,2.22877,7.641519,3.955517,3.54689,1.89287,1.122627,sad
11.184558,4.956353,1.714147,0.920878,1.592597,4.496017,0.645668,1.287261,2.213175,2.589971,12.708407,3.448701,4.031427,3.089856,2.209581,1.963444,2.269895,2.4281,2.491276,3.38528,6.925314,2.549743,3.163376,2.132832,2.116682,sad
26.755181,4.491523,3.420394,1.339989,1.588723,3.827281,1.852315,3.025824,3.005504,3.804275,3.911357,3.03468,3.017937,2.256984,2.443773,2.476882,3.064912,3.690436,5.820649,6.848517,9.086985,4.870061,3.035488,2.000531,3.233185,happy
61.982305,11.055703,4.839644,3.328461,2.443527,16.539213,6.174136,3.808699,8.323612,5.051245,26.517181,8.834456,5.480907,2.9828,2.36432,7.35671,6.207429,12.341323,7.846186,12.646861,18.706983,4.921839,3.530886,2.693934,2.361844,happy
24.484079,7.628448,2.053638,1.037543,1.119592,0.712353,1.143461,0.778986,1.201972,1.588865,3.08487,2.344373,0.560865,1.865649,1.610906,2.21301,1.694926,1.526329,1.544122,3.071065,25.785526,13.026472,6.936028,3.65576,1.747546,sad
11.574181,4.840603,8.989828,1.533054,1.358452,50.634292,6.701901,4.591688,3.192596,3.197821,54.962414,7.674239,13.802643,5.784269,1.749059,33.925001,4.171133,5.238196,2.9769,3.244708,14.010966,4.792739,5.486213,3.057416,1.280617,sad
85.4867,26.049223,2.683354,3.017554,1.475578,1.755769,2.880521,0.967688,2.800019,4.264437,9.34705,3.942648,1.240596,3.188233,1.794499,6.1129,7.455155,6.333163,10.905089,10.51651,50.982868,19.135889,2.485887,2.794867,1.560552,happy
42.554551,9.843212,3.998376,3.647272,1.61936,12.793704,4.647237,4.156349,3.695097,3.311246,2235.968935,642.294474,292.893197,147.262215,44.153151,16.370416,4.465843,5.933125,4.988629,2.986325,62.054621,12.351985,9.917964,5.238054,4.462037,sad
68.350564,9.598085,3.323361,2.076571,1.703874,4.039275,1.120668,1.244433,1.502137,4.145031,6.237597,2.0048,1.910121,1.517604,2.52957,9.978633,1.670542,4.499129,8.365732,14.480996,46.793268,6.540657,2.177337,1.789082,1.80343,happy
37.418373,10.746153,5.524366,4.646704,1.828588,5.232396,2.74246,3.535345,4.680843,2.80172,60.78651,5.80077,7.170198,8.217542,3.665869,2.300385,2.684544,8.58163,5.264222,3.264831,54.77572,26.295787,17.653908,8.690117,4.267427,sad
15.117281,3.591889,3.367043,1.484826,2.906101,1.963108,1.270714,3.65278,2.378657,6.814851,13.693256,6.204973,2.751453,2.01078,3.094345,7.291538,2.700118,2.780807,9.649201,17.810322,12.041749,3.141551,3.012731,1.871896,3.148687,happy
63.137968,15.726532,3.598062,1.997611,2.482974,7.126311,1.60714,2.398199,1.745946,4.331361,26.171131,2.489335,2.618018,1.342294,2.106371,12.319792,3.74878,6.42004,10.096581,8.868083,25.443847,5.185687,2.864524,1.729078,2.75916,happy
44.952321,6.225314,3.263838,1.911758,1.392712,3.087527,1.731581,1.266777,3.604357,3.700517,8.744649,1.846232,1.777718,2.122361,1.681743,5.010454,1.15014,2.737449,3.750037,4.464118,34.295715,6.303229,2.249803,2.084599,1.826277,sad
19.923413,7.692391,4.037644,4.256794,1.789818,1.125064,0.426175,1.84877,2.876033,1.870147,5.652598,2.671028,2.997483,2.936031,1.596959,2.903539,2.16558,6.841265,4.962593,3.236898,8.145593,3.302274,3.153289,4.10238,1.749155,sad
26.439804,6.557012,14.663054,3.531639,1.824947,3.66836,4.164833,7.812663,6.101192,3.268177,65.886763,3.525209,9.286625,2.670565,1.721953,4.361358,4.046169,8.026883,6.921647,10.55702,10.509482,2.817543,12.27316,3.054161,2.061826,happy
32.663745,10.547204,2.890662,3.605648,1.645497,1.217103,1.055073,1.731268,2.546994,2.383225,3.181633,3.586938,3.522515,2.737143,1.067672,0.972305,2.268292,4.137244,6.440481,9.779587,15.725516,6.776595,4.077461,3.456275,1.645935,happy
11.395268,2.750772,2.146609,1.622474,2.667593,17.758069,2.803706,3.281099,4.446173,6.147839,27.424724,3.213428,1.946848,2.008386,1.909838,11.742158,2.334601,5.343502,10.130391,8.402909,7.149543,4.508234,1.780657,2.844961,3.931789,happy
