AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,class
12.409601,3.603711,0.763537,0.940673,0.625761,0.653515,0.417663,1.110178,0.89501,1.696045,4.785882,2.223398,0.603472,1.623745,0.827583,1.308917,1.969723,2.1653,6.027259,3.832655,55.052241,19.670142,6.258624,2.684808,1.912133,sad
25.076275,8.078172,9.123289,3.644312,2.193247,2.387594,3.259948,1.522424,3.051513,1.347844,8.520943,9.895082,4.571105,3.313356,1.373159,14.976534,7.48853,9.018222,7.757323,4.73117,10.374663,8.137384,3.860097,3.987809,1.970884,happy
103.935669,23.310544,5.297455,3.466332,3.63763,1.772127,2.458531,2.37475,4.274951,10.377015,8.63217,1.663333,2.604108,2.292386,3.962896,3.860979,5.572309,4.312896,9.256513,12.778409,39.120499,12.855607,3.42164,2.388029,4.14991,happy
9.24988,4.20909,1.679572,2.227555,1.608102,0.610196,0.608785,1.083194,2.855625,3.672806,710.819503,383.3943,109.645144,15.035769,7.510593,2.701697,3.335013,4.731205,2.700197,3.158898,26.472617,12.603814,1.643658,1.711645,1.877588,sad
10.66669,5.088286,2.16111,1.631156,0.738417,1.885816,0.87128,0.505194,2.162987,1.547652,3.999471,2.856151,1.537965,2.415426,1.491468,1.367114,1.302722,1.808965,4.208571,3.517841,12.901896,3.205249,2.188839,0.893624,1.107303,sad
10.518328,4.739995,3.6218,2.968615,3.199291,2.641509,1.078123,3.19637,3.304335,6.787011,71.645535,4.440111,1.198192,1.489974,2.727565,3.517712,2.264501,4.155784,11.674026,14.786888,5.166397,2.138133,2.506965,1.600896,2.824224,happy
3.223826,1.384304,1.819157,1.082675,1.597805,1.535646,1.156648,0.639279,1.129146,1.756483,4.938743,1.845109,1.939437,0.863712,0.847913,2.24343,2.279692,2.762345,3.616013,2.281888,1.959656,1.096832,0.646863,0.563816,1.487672,sad
15.968015,4.19081,0.880876,1.032374,0.925158,1.125971,1.522184,0.685803,1.508947,1.497457,65.654546,8.060302,2.152203,3.167846,1.891193,3.168193,2.616526,2.029488,1.070522,2.421112,8.772202,2.064371,0.970292,2.04851,1.38997,sad
36.090485,12.798581,1.869723,3.01858,2.170219,48.748061,16.176725,9.736433,7.954534,4.583893,24.309393,8.702041,3.545323,2.775063,2.410981,9.214751,5.308245,7.549099,8.389713,18.575639,17.566738,5.89684,2.637336,2.62904,2.35443,happy
4.272398,2.8096,8.218522,5.271777,1.917269,2.674489,1.555935,4.690356,5.540446,4.780611,2.147783,2.029618,9.108652,6.166299,1.906788,2.512555,3.85737,11.334709,9.535213,8.422576,2.378555,2.117352,9.832352,5.458569,1.921042,happy
30.939236,10.719542,9.218135,2.706189,1.605008,1.570919,2.723621,4.429262,2.96996,3.097754,4.104727,7.622514,9.511692,2.635883,1.533507,9.126146,9.435743,8.652069,8.588696,10.57819,20.812199,9.190166,7.973752,3.307394,1.834744,happy
12.163708,3.157788,2.147032,1.711681,1.466973,4.907361,1.17575,0.638174,3.956951,4.235275,10.852214,8.726415,5.178101,4.813249,4.287541,13.179962,1.624116,4.497592,3.28911,3.784429,21.515649,4.826105,1.59677,4.918402,4.17872,sad
30.933889,5.511884,1.560936,1.270939,1.060422,1.81853,0.538647,0.368734,1.820764,1.11813,2.858465,2.045786,1.035042,0.935882,1.244337,2.840981,0.738702,1.776061,1.058126,2.984327,12.908776,1.645637,1.191387,0.803163,0.6266,sad
2.471734,1.029856,1.79034,4.164038,2.96126,1.72129,1.45697,3.105732,9.34491,7.560108,7.652193,3.073713,1.377324,6.889321,2.684647,2.992764,1.966151,2.527109,10.525329,14.52911,5.497449,2.055228,2.631238,4.718273,2.575469,happy
12.055338,3.930343,1.458025,1.844547,1.67072,1.40029,0.561463,0.52429,1.577686,2.27742,3.286616,3.281815,1.603475,1.639198,2.017407,1.510528,1.931673,0.711474,3.568348,4.655453,4.17684,1.728173,0.682139,0.827433,1.423382,sad
31.959077,15.698244,4.474009,2.717626,3.701204,7.956381,4.093226,2.292452,3.112568,7.23055,55.701595,14.575225,7.214902,3.624038,3.957359,6.73556,9.733006,5.789315,12.077225,16.544694,11.970434,8.105485,2.686839,1.853177,4.519587,happy
26.249064,5.981328,3.246319,1.873651,0.772102,1.030115,0.947546,0.353524,1.307202,1.398743,4.852151,3.999139,2.104399,0.786943,1.427909,2.745535,2.036518,2.941558,1.105605,2.654508,12.349627,4.90781,1.423075,0.980245,1.015239,sad
78.431394,18.108761,4.436002,3.993743,3.738316,1.759142,2.465034,2.790888,3.846859,9.643664,8.947279,1.578879,1.883786,2.923639,3.601901,5.060128,6.198715,3.575949,12.051236,16.25841,31.631042,10.023068,2.779106,2.863564,3.565351,happy
94.757746,37.078543,7.682743,3.776516,3.786459,3.674744,4.098399,2.949016,5.351843,6.95101,71.586039,18.614054,6.914378,5.12737,3.141647,15.422557,17.20038,13.815352,14.092844,12.193516,52.604133,14.162934,4.902649,3.288396,3.699879,happy
46.051091,11.455875,1.664423,2.316998,1.424256,2.402954,2.2364,1.061357,3.023345,3.540846,20.638806,6.569295,1.800029,3.556082,1.151104,4.479511,3.998518,6.176865,16.875533,11.303786,38.128263,8.583625,2.228773,2.329837,1.360256,happy
33.803135,12.337032,2.748307,2.043067,1.503807,3.344594,1.665936,1.133269,2.310485,3.431541,6.573601,3.808439,3.684982,2.470466,1.998116,10.493406,2.025076,4.096569,4.316529,3.147672,20.258174,5.021478,3.789331,2.821482,1.943633,sad
4.787007,1.334262,1.71155,2.041171,2.78906,2.561597,1.866179,2.654686,4.83355,6.548777,9.533636,2.131914,2.847748,1.719596,2.189841,3.613222,1.042392,5.304217,3.978562,8.290129,2.672189,0.677369,1.818295,1.893209,1.634112,happy
3.520428,4.182328,2.492263,1.616509,1.204759,2.52784,3.134404,1.303142,1.374116,2.707233,3.327368,2.227124,0.78974,1.9819,0.953296,5.676538,2.158108,4.834626,9.274954,11.346313,5.542596,2.808044,3.26437,2.028933,1.360875,happy
28.521788,4.487614,1.388437,1.958671,1.684612,1.502959,0.718692,1.156013,0.664588,1.268709,3.555486,3.932356,2.934737,2.32812,1.381222,14.877777,6.928251,3.353733,3.183726,6.982157,9.364561,2.828996,1.579474,2.107448,1.998534,sad
73.207021,10.150454,2.863993,1.227061,1.616599,1.360713,1.38841,1.058883,2.877095,2.477269,2.55921,2.570272,2.378008,1.3023,1.422209,1.891517,0.990194,2.242269,5.243665,10.695203,20.813975,4.001101,2.41674,1.625232,1.538872,happy
86.197587,15.362373,6.681278,7.858948,3.026418,29.083178,13.014133,6.920803,12.525603,6.599176,80.29729,41.063798,22.235155,14.539731,4.12876,125.437879,13.366751,13.062381,16.460777,12.163494,54.518833,11.736814,7.026435,7.803375,3.990244,happy
10.923033,4.473184,4.277249,2.46557,1.348682,1.615468,1.456828,2.303521,1.472682,1.201879,8.919266,5.797399,3.623586,1.550471,1.547825,32.178624,5.147189,2.491235,1.926078,3.485371,9.04447,5.86131,3.525001,1.926502,1.242456,sad
30.357698,12.789407,11.57971,6.527143,5.123459,6.083659,3.102434,10.101507,7.505922,10.440176,98.968776,10.519985,4.269207,3.991155,4.871416,4.670929,3.164701,10.963024,6.277292,14.40263,22.41001,5.611981,7.630721,5.173354,4.981858,happy
50.154851,10.480563,3.824221,3.083865,2.943078,3.719871,1.793378,2.256792,4.730958,4.839324,5.672767,3.583836,2.113567,2.766607,2.860813,4.079875,2.222055,5.677613,6.774498,7.380597,20.277315,5.555697,2.949284,3.756004,2.825257,happy
4.114592,1.753927,2.059245,1.95906,1.121307,2.81135,0.783023,0.654357,2.238232,2.362409,71.063885,8.183734,4.362433,2.311483,1.824518,36.877462,3.144672,4.721261,6.123798,9.487193,2.766883,1.448401,0.959474,1.712326,2.199358,happy
42.270412,9.555203,7.374076,3.66065,3.179892,15.294889,4.264128,3.344798,5.042631,6.204939,1452.910505,64.113328,23.469097,12.193814,6.345263,5.306033,6.128213,15.157766,15.461733,18.455245,32.088292,5.726715,7.912124,3.052264,2.340008,happy
12.408578,4.328913,3.983113,2.460466,1.716742,1.587024,0.591262,1.262212,2.57177,2.936214,4.719087,2.136322,4.006468,1.567277,2.475365,2.940245,2.185392,5.173951,7.615925,8.359271,7.806171,4.903069,1.608634,2.041801,1.86995,happy
7.948978,4.27198,2.108784,0.969792,1.542647,1.166678,0.916691,0.54763,1.433788,1.722478,6.985038,3.622353,1.33187,1.629687,1.198046,8.472031,5.684781,1.661788,2.466706,4.259526,9.060074,3.763062,1.077335,1.726728,0.785081,sad
58.993733,28.89377,7.284775,2.544934,2.903381,7.118194,2.606427,2.218491,3.051579,5.758476,29.526767,5.120225,3.970611,2.198583,2.966333,8.901194,6.051467,5.610586,12.383709,15.093259,22.161045,9.875202,3.895978,2.089535,3.500797,happy
36.748609,11.7882,3.510653,1.638374,0.673976,1.775108,1.453913,0.716834,1.334157,2.081845,35.540449,4.511134,5.167062,2.462761,1.813445,5.027313,3.210689,3.246832,1.949264,4.130835,17.648084,5.707365,2.615454,2.758204,1.443922,sad
44.750176,5.427788,1.495177,1.318194,1.377768,2.545754,0.622431,0.566783,1.465166,1.411398,7.579314,2.255824,1.626288,2.85114,1.663412,3.070766,1.102056,1.341511,3.573222,2.130603,15.721794,2.490738,1.433803,2.887341,2.220931,sad
16.438017,6.763104,10.848615,2.733674,2.561527,2.1249,2.630481,3.336953,3.665599,5.51859,135.732862,73.390254,33.366235,13.078727,5.862584,4.181032,2.176873,10.161651,12.977691,9.283374,10.081675,4.520553,6.656382,2.401639,2.437747,happy
47.071039,5.317321,2.192076,1.202695,0.809988,2.22137,0.761207,0.334261,1.172792,1.7077,4.087144,3.540423,0.490589,1.243009,1.180292,4.8801,3.391577,2.518269,3.42057,2.94549,14.115639,1.947592,1.687612,1.183907,0.71384,sad
105.248074,8.336205,0.922115,0.860341,2.056185,1.621877,0.397132,1.196393,1.82111,3.787013,4.19116,1.251682,1.584539,0.963348,1.72626,1.759337,1.06524,2.543485,2.334751,6.347406,26.332521,3.501005,0.948628,1.381903,3.104134,sad
30.648346,6.006728,6.008693,3.218177,2.483719,118.615162,17.947211,6.978822,9.452541,6.840229,12.082779,2.419972,4.867569,3.706942,2.913615,16.439334,5.262763,10.733755,9.030172,14.027514,19.655571,2.405308,4.671725,3.538307,2.299479,happy
10.529647,4.009128,2.460319,2.222623,2.956946,6.808185,4.352389,3.436781,2.514777,6.011147,79.210585,22.655414,13.026584,6.598668,3.705107,4.685597,7.928011,8.613856,8.946601,14.979938,6.939552,4.452332,3.303432,1.627905,3.898982,happy
12.137255,3.75298,1.341991,2.272425,1.81556,1.661225,0.754204,2.110114,2.665553,3.807692,62.728086,7.574649,3.020799,1.845971,1.626641,3.657464,3.529752,3.205001,12.518589,12.582304,4.745388,2.273671,1.059358,1.754216,1.877521,happy
30.697729,9.500937,2.05355,1.339927,0.702494,1.734446,1.294532,0.305282,1.782906,1.0278,5.152008,2.266471,1.703654,1.000986,1.218955,3.112121,2.366769,2.512982,2.502389,4.866695,9.410827,2.963123,0.822952,1.037298,0.952557,sad
27.464595,5.890922,6.172507,3.713169,2.256609,1.836036,1.1618,4.425514,3.92555,2.988622,14.410335,3.436096,3.638747,1.942026,2.247017,15.135338,4.367996,5.616302,11.830091,9.337611,6.10061,3.36746,4.175167,2.553998,2.920262,happy
18.637903,6.697909,5.709068,3.535948,1.995458,3.16023,1.407384,1.974776,2.124886,1.223938,8.530503,2.722185,4.994064,4.83738,1.456293,7.543984,4.169961,6.423241,3.224373,3.454867,7.378117,4.135333,3.147661,3.255982,2.58953,sad
23.560242,7.934375,4.806904,2.417715,1.0578,233.566569,35.774709,9.314448,14.176318,6.988044,11.582328,3.095426,3.638585,4.536326,1.539319,10.331448,5.801351,8.195261,6.374072,3.863351,15.769227,3.885401,2.598203,3.694927,1.693234,happy
32.234282,15.490581,20.779407,4.347217,2.183568,4.230075,3.200902,6.499746,3.810042,5.505164,7.929026,8.611225,5.368494,2.892516,2.459672,18.462534,6.81263,4.490113,8.033232,10.362429,37.144487,20.540558,16.939671,3.598881,1.967477,happy
100.630256,9.062185,1.181592,0.850542,1.623565,1.631563,0.306828,1.147693,1.52599,3.340669,4.006783,1.702556,1.63638,0.938354,1.498578,1.840358,0.683375,3.335811,2.016195,5.3181,38.488516,3.933243,1.618783,1.662764,2.597178,sad
28.077091,7.633132,5.254171,6.760099,0.940799,1.77715,0.354567,1.107748,3.865405,1.819126,2.674784,1.938962,2.411552,5.292914,1.463841,4.400711,1.416122,5.730839,4.237763,2.717855,10.408568,2.799645,4.492717,5.640021,1.221325,sad
1.524771,2.173352,1.74297,2.082836,1.531335,1.432937,0.944671,0.827537,1.43282,1.937879,6.162898,4.389129,10.209398,4.580589,1.636956,2.324621,3.303753,1.485789,3.032827,5.161664,2.991912,3.282853,4.429268,2.476143,1.751423,sad
10.759618,2.630559,2.590439,3.259673,1.458067,2.445642,1.304195,3.284627,3.89772,3.981694,5.60426,1.841338,2.824701,1.813263,1.207537,4.042378,1.984148,1.809614,7.528229,10.43772,7.274617,0.976206,2.563386,2.257295,1.370396,happy
18.205704,12.280229,17.715834,3.513356,2.494805,3.006967,2.421454,4.954799,3.840379,6.532939,10.10932,8.712163,6.039781,2.918036,2.789952,17.981305,5.522214,5.928298,6.868399,12.879323,23.467348,17.622478,14.456844,3.1604,2.26537,happy
4.92374,1.536245,0.670064,1.504053,1.541681,0.839542,1.305501,0.458773,1.975912,1.886769,3.00154,1.144142,0.653383,1.106404,1.594237,3.621107,2.111336,1.506969,1.488526,1.920006,5.115784,2.531311,1.492318,1.719777,2.657746,sad
43.138784,13.756297,11.219609,2.862253,1.638569,1.940474,3.027793,4.770296,3.188952,3.00868,4.661607,8.797421,11.071751,2.92104,1.383451,11.366361,10.129327,10.143507,8.645206,11.171687,28.728439,10.994259,10.156577,3.661099,1.842919,happy
15.055945,3.003858,4.20766,6.424281,15.264782,4.271863,2.900353,2.875754,8.550662,24.289848,25.234502,2.512474,4.561095,7.685642,12.274036,5.190066,2.769845,6.603631,11.637925,36.077888,8.47898,2.78951,5.438813,5.426655,13.135748,happy
35.761879,5.327685,1.857294,1.733926,1.86708,2.93946,1.114726,1.18106,1.165639,1.778944,7.940593,4.34111,1.435543,1.725145,1.961724,105.081762,8.157507,2.845104,4.171471,7.440459,10.682641,3.080467,2.691687,2.176783,2.487954,sad
70.022997,19.812351,3.07106,2.63089,1.478117,2.050406,2.287202,0.847994,3.336899,3.817654,8.486708,3.880835,1.570468,3.706197,1.852869,6.780255,5.721872,6.336982,10.452783,9.849943,30.747511,15.468119,2.947814,2.745081,1.48088,happy
10.949402,28.484036,22.412778,7.096331,1.797308,1.661979,9.217323,13.622541,2.569558,1.852358,1.990775,28.399625,21.673311,3.550538,1.611098,1.980725,24.251763,26.180174,3.730156,3.783255,7.142416,30.153139,22.235758,4.920063,1.644713,sad
6.528123,1.392559,2.155836,1.246685,1.439881,2.049258,1.638283,1.607286,2.473081,5.352865,6.945779,2.340632,1.043247,2.017645,1.843698,1.933877,3.475345,2.557773,9.420731,8.233781,4.821709,0.769689,1.001632,1.710374,2.059045,happy
78.264562,19.884181,6.053684,2.264743,1.595632,9.879183,3.044385,1.863329,3.70133,4.026807,19.558743,6.886571,2.766372,2.004651,1.09236,18.037749,6.210037,2.661061,7.423802,12.58762,56.437603,15.15363,5.043705,1.620324,1.906383,happy
98.194579,23.863176,1.895234,3.009448,1.471242,1.278008,3.157137,1.236999,2.253558,5.090396,9.604969,3.602859,1.101965,2.704181,1.98616,5.072871,7.180219,4.647597,9.193556,10.130832,62.272537,16.679409,1.997821,2.390426,1.554304,happy
3.163147,1.345117,1.645862,1.846515,1.453764,2.39332,1.468885,1.49512,3.78512,4.099152,13.332699,4.733169,2.460076,1.831284,1.668704,5.729531,0.955631,5.651697,9.355795,13.221812,8.01722,2.524231,1.248921,1.530778,1.818537,happy
72.655486,14.202729,5.371841,8.073602,14.286386,2.46095,4.272593,3.415852,14.314737,27.733296,127.885369,40.849075,15.801583,18.453732,15.178882,20.155475,5.971683,6.99117,18.338215,30.497944,72.134434,7.220406,6.769072,7.091886,14.507314,happy
24.560581,9.753114,2.993144,1.964331,1.470359,1.543535,1.175265,1.523716,2.453651,1.85022,4.023557,4.789404,2.037833,2.262374,1.625216,1.213221,3.280513,7.681838,6.634973,7.604461,13.241484,6.869695,1.960047,2.458791,1.11874,happy
20.766334,6.912091,2.334515,1.501965,0.68315,1.137191,0.668856,0.884063,2.262446,1.010902,2.00068,1.604091,1.495213,1.850272,1.18356,1.987131,1.566041,2.804298,2.96636,1.720233,2.789974,1.352422,1.966394,1.876306,0.918969,sad
15.624855,3.621667,1.754798,1.235941,1.501047,1.804559,0.95686,0.570709,1.827091,2.987835,5.83576,1.274625,1.767863,1.871686,1.203677,1.391431,0.611139,3.076821,2.511036,2.957177,8.986388,2.881955,1.013514,0.980172,1.621958,sad
23.521836,14.508502,4.875684,4.768918,1.584779,4.242933,2.336543,5.162285,3.89856,3.820776,27.652682,8.129117,6.784751,3.77947,2.424108,6.072279,5.503936,8.403559,6.70141,13.537193,9.654047,6.722327,4.294213,3.853724,1.902714,happy
8.729705,1.566281,2.226453,0.910491,1.296447,1.097477,0.437438,0.899454,1.462483,1.656252,2.549513,1.531147,0.963861,1.338796,1.029568,1.42648,1.556059,1.926691,2.015059,2.492623,4.318951,1.928324,1.175652,1.05346,0.950843,sad
36.665429,12.926869,2.169219,1.031517,2.03647,7.008788,8.552962,1.899741,1.670468,2.816578,14.992222,6.871626,1.783089,1.244952,1.49889,5.272021,3.546874,3.090655,6.281164,9.900532,22.869722,10.412828,1.90513,1.957681,2.215924,happy
4.65497,3.322588,0.941543,1.70506,1.939923,1.922416,2.234378,2.292163,2.130912,2.077441,8.420685,3.162346,1.622308,1.634042,2.216269,6.158022,3.001074,3.783144,3.225745,3.930874,16.444157,2.367063,0.964104,1.39776,1.781346,sad
18.490218,4.136783,3.333696,2.748042,2.271208,75.483613,6.416594,4.169754,3.293589,5.990623,45.715628,5.788591,8.809059,3.756473,2.928484,18.42123,2.135055,5.759753,8.639068,14.101063,19.936316,4.838128,3.13485,1.594073,4.286726,happy
37.578145,3.06712,3.94917,3.183878,1.03617,1.489435,1.097913,0.871265,3.115331,1.438166,18.92412,10.171343,3.117399,3.578515,1.642376,17.860623,4.473545,1.29629,3.044285,3.408687,19.5038,1.921118,3.62977,3.557554,1.946605,sad
13.207679,4.276689,4.148359,2.077245,0.708157,2.563422,1.001292,1.889113,1.539136,1.61647,81.654812,27.055276,19.225188,8.048926,2.737542,13.389126,3.376174,6.614814,6.484072,2.908092,11.857978,2.633054,4.190952,1.979454,1.342195,sad
7.955197,3.896547,1.76528,1.582995,1.872037,1.340204,1.315006,1.107478,1.542193,1.588695,9.735368,4.669204,2.727294,2.944657,1.119936,1.878956,2.054033,1.501834,2.129249,4.569255,5.722554,5.265688,1.776724,2.01545,2.776862,sad
57.720055,28.479353,6.274882,3.159567,1.24409,8.345902,10.388427,4.135013,3.599533,2.366256,4.385669,26.276067,4.711501,3.859031,1.751153,1.857775,18.238117,5.633742,4.40506,3.210282,22.153305,25.161669,5.535729,3.671173,1.720548,sad
5.695166,2.247552,1.713751,1.938396,3.53719,2.842945,1.668869,1.909702,3.980261,9.432777,11.820456,2.426254,2.520626,2.040604,2.989461,4.636247,1.042488,4.628983,5.058742,9.909802,3.206069,1.577608,1.719288,2.344602,2.517816,happy
16.430062,5.248948,1.569958,1.156358,1.623772,4.490151,0.549014,1.228724,2.318568,2.427382,12.475449,3.849732,3.821511,3.522928,2.221323,1.809266,2.204987,2.909216,2.505922,3.406343,7.578356,3.340171,3.006314,2.259855,2.081205,sad
25.279408,6.768843,4.359844,1.789065,1.941526,2.795044,1.598982,2.154446,2.499638,3.612213,3.186278,2.342677,2.705505,2.17516,1.824178,2.373644,1.683142,6.778836,7.940486,7.222093,14.363477,4.522193,4.455357,2.434041,1.708717,happy
26.294584,5.202844,1.52381,1.406373,0.922164,1.024641,0.619333,1.01318,1.568488,1.517704,23.035779,4.063993,2.918229,1.5563,2.319557,27.176762,3.290277,6.111974,2.133358,2.814443,9.26679,2.588365,2.355325,2.392134,1.824178,sad
49.125898,12.76125,2.697353,1.325215,0.681707,2.231931,1.374424,0.185639,1.727824,0.957215,4.971701,1.734475,1.437505,1.170281,1.370259,2.86071,2.183138,2.33726,1.354133,4.226256,9.200744,3.385382,1.056423,1.078822,1.221517,sad
29.024177,11.525687,6.814003,3.687168,1.505134,2.305146,0.948994,1.440544,1.763403,2.136749,15.075028,8.152778,3.070469,4.299191,1.17769,2.767694,3.037352,2.269233,3.467509,3.047123,19.658761,10.625894,6.053296,2.204013,1.608455,sad
11.488392,6.098808,3.151472,2.462123,1.168242,1.03392,0.899857,1.087073,2.094608,2.3241,5.584497,3.02798,6.734929,2.495413,1.720569,6.601402,4.830172,7.027486,5.249928,3.366355,16.628154,5.66579,4.296099,3.898862,1.488376,sad
3.437779,2.28684,2.347647,5.207326,6.257389,1.012462,2.077241,2.926005,11.42552,13.087163,8.801634,5.07459,2.83859,5.738554,4.50743,2.7459,2.608921,4.322724,12.16862,17.303377,5.401956,2.113815,3.355535,5.899341,5.78906,happy
6.133826,1.121163,1.048553,1.172435,0.599183,1.415049,0.477071,0.673191,1.006849,1.834036,4.578805,2.020136,4.0156,1.2873,1.347411,2.588005,1.408544,3.254371,1.630146,2.514,3.707475,1.479456,2.979806,1.081018,1.585924,sad
28.025512,5.486434,2.714276,1.216915,0.621293,1.866846,0.831225,0.935639,1.520613,1.283197,5.58421,2.159395,2.319745,1.504843,0.998625,7.711427,1.805595,2.324221,2.899048,2.640902,11.737541,3.934486,2.055939,1.556522,1.171526,sad
19.952266,6.701966,3.883898,2.203945,4.128653,1.726438,4.430911,3.017694,3.405146,10.598543,8.234811,4.278269,2.830329,2.422221,3.41538,3.408719,6.276984,3.794602,6.78371,10.698934,9.569302,5.711393,2.738024,1.333953,3.390161,happy
34.595546,8.027102,2.135647,1.948902,0.956445,2.074003,0.798788,0.426329,1.587315,1.062513,3.517789,1.326359,0.880402,0.985058,1.255922,3.138504,1.30187,3.265776,1.46279,2.498817,8.198908,1.248344,1.81966,1.196474,0.864581,sad
7.472765,4.667137,3.637319,5.321718,12.290738,8.490338,6.134224,3.218563,8.659227,16.189105,238.237613,25.583003,8.785417,5.151067,10.986439,30.932566,27.946449,7.441064,17.999833,25.073052,7.217946,6.245426,2.996116,4.365179,10.665926,happy
16.792034,1.884416,1.658202,2.972712,1.717694,8.479191,1.194166,0.793802,3.616459,3.66289,22.346748,0.793732,1.621941,2.371285,0.945686,10.720991,1.559979,2.156604,2.631034,4.326476,19.520201,3.626025,1.356084,2.987071,1.746065,sad
58.220394,9.051448,7.241979,4.804658,0.863876,1.476855,1.172615,3.658569,2.750814,1.508446,6.069774,3.161923,8.95894,7.871752,2.078489,3.81652,3.214741,5.293601,5.791486,2.562552,14.285994,8.537117,8.17756,5.249129,1.025928,sad
32.93619,2.862035,1.772605,1.082162,1.111711,1.091778,0.443559,1.006146,1.735383,1.476921,2.135499,1.682247,0.671673,1.232308,1.051343,1.199636,1.257728,1.469497,1.537016,2.657693,12.21896,2.624984,1.017958,0.974439,0.888287,sad
91.723939,35.19517,6.886505,1.859112,2.250137,4.212356,2.198374,2.072959,2.687152,3.669314,14.651986,3.425791,4.015316,2.114622,1.707231,6.381226,4.9044,5.395388,9.919354,12.512135,35.157048,12.720153,4.241688,2.739454,2.601757,happy
46.124686,8.978453,4.89602,2.996437,3.02795,8.054847,2.151544,3.231078,3.672044,7.862633,11.490954,1.413726,1.081492,2.957006,2.726103,12.971337,3.249444,3.21571,4.366717,6.517073,17.015202,4.098473,3.398552,3.342214,3.385348,happy
45.528006,16.943824,4.12002,2.929056,1.704334,4.389577,1.92174,1.585957,3.184797,3.283409,6.87908,3.965261,2.520433,1.879655,1.657392,3.013237,2.656437,10.413247,6.59692,11.932461,30.489922,6.631279,4.326575,2.803813,1.477619,happy
32.902815,9.089619,4.790242,3.733921,4.125895,6.515304,7.270171,3.950183,4.373795,6.075627,692.453567,40.168289,13.686819,6.994713,3.920264,60.174386,4.040964,7.6833,8.716105,9.037359,29.616988,8.4454,4.750061,4.447111,4.424189,happy
20.346227,3.030604,1.761899,2.030744,1.656821,0.685383,1.822177,1.776154,3.346573,4.489375,6.722356,2.811507,1.783732,3.900045,1.982494,0.865516,2.100701,10.877054,10.066245,12.221897,10.582333,2.391395,0.878231,4.720298,1.777379,happy
42.539314,10.60978,2.581286,1.571641,1.245596,4.209686,3.188843,4.334893,1.839984,2.431882,2.473721,3.207467,3.075224,1.596509,2.146836,1.168266,2.846659,4.524844,1.905416,3.729328,36.764268,13.178794,5.302604,3.075982,2.256076,sad
30.618432,5.263504,1.140923,0.843491,0.952784,1.099467,0.460531,0.31656,1.294642,2.564936,6.498331,1.184697,1.099831,1.196931,1.55283,2.967041,1.045934,1.241754,2.304102,2.344368,11.253005,1.129818,2.101874,1.436074,1.457867,sad
5.197078,1.557875,1.839675,2.00189,3.113366,2.910269,1.99677,2.588606,4.443313,7.600111,10.936113,2.306924,3.017118,1.761794,2.497499,4.348472,0.985753,4.795796,3.798072,8.419729,2.877776,0.799097,1.958294,2.008309,1.873781,happy
3.490907,1.484214,3.148149,2.187115,0.948771,1.199058,1.132229,1.620468,1.990895,2.938733,7.93928,0.386303,2.188672,1.861623,1.425703,1.830795,3.26422,2.583932,9.815636,16.178247,2.746948,1.439132,2.183468,2.726254,1.486956,happy
2.833766,0.930321,0.786656,1.485235,1.630946,1.198214,1.78124,1.273253,2.519054,3.78108,4.111001,2.385442,1.08038,1.957244,1.038483,2.862181,3.008479,3.960097,13.178968,9.678602,2.215388,1.981712,1.658336,1.186207,1.529741,happy
72.737927,13.635861,5.623812,2.278483,2.380013,4.530198,1.951102,5.453235,4.521356,4.886893,98.921671,12.819316,6.706788,5.033899,2.033382,12.632604,7.612865,10.781219,9.90691,10.71178,33.863274,5.77977,6.146658,2.201141,2.632046,happy
8.156453,6.133335,3.144747,1.658296,3.774096,3.040668,3.854348,3.308468,2.972961,6.606334,50.794633,8.440747,4.916889,2.612,2.965266,64.603479,29.050037,5.718154,11.900509,13.8289,7.143063,3.940037,4.669079,1.829623,3.639448,happy
10.794582,2.119783,2.312272,2.319445,2.16586,3.54588,0.805914,1.3401,1.509636,3.293707,21.046892,5.718878,6.777951,4.453057,2.121657,14.166392,1.566123,1.869899,4.287052,4.819331,5.897088,1.690434,2.820465,3.4577,2.926587,sad
83.647762,19.093665,6.892513,3.541234,2.151407,2.958669,4.874665,3.328771,3.700104,6.523396,7.684962,4.295702,4.331134,4.371114,2.111438,5.458913,3.073398,8.456885,7.844214,17.112861,39.016944,8.567245,3.146198,1.792641,2.019552,happy
9.238162,4.105745,4.814018,3.277479,2.510463,3.959051,4.290449,2.860453,2.838674,6.526114,216.353185,60.085744,31.986254,9.161394,4.083842,8.714967,6.425168,6.680387,12.37442,11.56143,8.731902,3.206427,3.73406,2.176813,2.535382,happy
4.472467,2.64072,1.704208,1.798419,3.306902,1.23178,2.740819,2.015412,4.590627,9.002061,19.725662,2.563479,1.363576,2.68377,4.191405,2.105757,8.025172,3.086336,7.232803,16.146247,4.876146,3.41367,1.715994,2.539461,3.592343,happy
