TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_T7,CQ_Pz,CQ_T8,CQ_AF4,class
1557626630.76637,2.166875,1.940738,0.970605,0.856467,0.532047,3.544685,2.196483,1.05319,1.18357,0.674774,0.764534,1.571077,0.899437,0.510047,0.551297,1.772971,0.947194,0.512329,0.521469,0.376539,2.253129,2.561044,0.928469,1.056219,1.840579,4,4,2,4,4,sad
1557626630.89246,7.112625,3.318201,1.107697,0.893541,0.571388,2.829122,2.045224,0.922583,1.156592,0.651721,0.846609,1.786086,1.01686,0.47722,0.525974,1.862922,1.112355,0.547997,0.568444,0.408966,4.841349,2.996474,0.989679,1.281418,1.810579,4,4,2,4,4,sad
1557626631.01865,20.358434,6.385713,1.463229,0.937176,0.591888,2.128854,2.047787,0.79258,1.098134,0.62143,0.983751,2.035366,1.091278,0.434798,0.485572,1.91045,1.240026,0.586296,0.63519,0.429175,12.004614,4.667526,1.266049,1.511958,1.707036,4,4,2,4,4,sad
1557626631.14464,43.450788,11.392393,2.073466,1.018249,0.592547,1.60715,2.27233,0.71111,1.018039,0.597993,1.177981,2.230633,1.116808,0.402635,0.435061,1.962468,1.292804,0.632819,0.716321,0.436418,24.567075,7.85731,1.761776,1.68361,1.559647,4,4,2,4,4,sad
1557626631.27083,73.098924,17.560052,2.840126,1.155214,0.577476,1.299294,2.646987,0.701568,0.933517,0.59383,1.414571,2.284492,1.113993,0.397455,0.382498,2.041713,1.289115,0.709055,0.799541,0.437524,40.742078,12.04309,2.413128,1.760437,1.419327,4,4,2,4,4,sad
1557626631.39722,101.469696,23.21658,3.540686,1.343506,0.554844,1.169173,2.99825,0.751858,0.866324,0.612534,1.642508,2.151195,1.10903,0.426338,0.335536,2.137126,1.281394,0.844813,0.867349,0.442051,56.267184,16.02197,3.109182,1.751981,1.335543,4,4,2,4,4,sad
1557626631.52311,119.192518,26.473479,3.928538,1.547934,0.532776,1.126344,3.141435,0.818991,0.832038,0.644491,1.808998,1.846467,1.115926,0.491522,0.300007,2.15433,1.317484,1.050451,0.905773,0.455182,66.134706,18.429005,3.709088,1.707356,1.334511,4,4,2,4,4,sad
1557626631.6491,120.140749,26.105198,3.852823,1.710797,0.516668,1.135585,2.977595,0.841513,0.830056,0.670346,1.879049,1.44312,1.122566,0.59168,0.279415,2.038969,1.404604,1.296728,0.905701,0.474106,67.010947,18.355602,4.079286,1.686208,1.405608,4,4,2,4,4,sad
1557626631.77519,104.110313,22.215237,3.341017,1.775119,0.51045,1.149795,2.548382,0.776205,0.845373,0.672654,1.849351,1.040058,1.105111,0.721176,0.275726,1.786162,1.496123,1.511446,0.867771,0.492528,58.664663,15.815646,4.12032,1.729149,1.515442,4,4,2,4,4,sad
1557626631.90128,76.858655,16.135779,2.572681,1.712402,0.521292,1.157966,2.004312,0.638223,0.8603,0.644296,1.739362,0.719312,1.04078,0.865377,0.290972,1.486991,1.530813,1.60994,0.800362,0.506285,44.076766,11.726881,3.813765,1.839234,1.630845,4,4,2,4,4,sad
