TimeStamp,SCA_ENG,RAW_ENG,MIN_ENG,MAX_ENG,ACT_ENG,SCA_VAL,RAW_VAL,MIN_VAL,MAX_VAL,ACT_VAL,SCA_MED,RAW_MED,MIN_MED,MAX_MED,ACT_MED,SCA_FRU,RAW_FRU,MIN_FRU,MAX_FRU,ACT_FRU,SCA_FOC,RAW_FOC,MIN_FOC,MAX_FOC,ACT_FOC,SCA_EXC,RAW_EXC,MIN_EXC,MAX_EXC,ACT_EXC,SCA_LEX,CQ_AF3,CQ_T7,CQ_Pz,CQ_T8,CQ_AF4
1557627185.83913,0.349713,0.360834,-0.114484,1.13318,1,0.530557,0.925795,-49.806,46.9495,1,0.259381,-0.215509,-1.01722,1.65432,1,0.294621,-0.188368,-0.309448,0.0608419,1,0.399536,0.534527,0.468766,0.622549,1,0.294883,5.43008,-0.809119,19.4753,1,0.329417,4,4,2,4,4
1557627195.92540,0.383549,0.407474,-0.115041,1.13166,1,0.538051,1.58118,-49.6449,46.7862,1,0.453424,0.159764,-1.01607,1.65158,1,0.469543,-0.135352,-0.30947,0.0608993,1,0.313514,0.515727,0.46894,0.622354,1,0.427173,8.46329,-0.791696,19.4344,1,0.347344,4,3,2,3,4
1557627206.01243,0.340074,0.303399,-0.115193,1.12991,1,0.532635,1.12599,-49.4839,46.623,1,0.247491,-0.272517,-1.01602,1.64847,1,0.309386,-0.18448,-0.309342,0.0607112,1,0.306234,0.517901,0.469085,0.622014,1,0.299588,5.15906,-0.76564,19.3995,1,0.374242,4,4,2,4,4
