TimeStamp,SCA_ENG,RAW_ENG,MIN_ENG,MAX_ENG,ACT_ENG,SCA_VAL,RAW_VAL,MIN_VAL,MAX_VAL,ACT_VAL,SCA_MED,RAW_MED,MIN_MED,MAX_MED,ACT_MED,SCA_FRU,RAW_FRU,MIN_FRU,MAX_FRU,ACT_FRU,SCA_FOC,RAW_FOC,MIN_FOC,MAX_FOC,ACT_FOC,SCA_EXC,RAW_EXC,MIN_EXC,MAX_EXC,ACT_EXC,SCA_LEX,CQ_AF3,CQ_T7,CQ_Pz,CQ_T8,CQ_AF4
1557645461.01408,0.640485,0.815602,-0.216832,1.4885,1,0.516897,2.65777,-74.3968,75.6867,1,0.393744,0.330205,-0.505703,1.56838,1,0.415275,-0.149967,-0.287293,0.035574,1,0.484015,0.572124,0.479735,0.675751,1,0.17977,8.01297,5.51903,19.9649,1,0.244682,4,4,4,4,4
1557645471.10050,0.62238,0.834734,-0.209345,1.48763,1,0.517739,2.74461,-73.8467,75.0368,1,0.420768,0.442833,-0.498994,1.55819,1,0.482138,-0.128769,-0.286433,0.0350879,1,0.469783,0.575138,0.480381,0.675965,1,0.222822,9.57965,5.45268,19.9206,1,0.212846,4,4,4,4,4
1557645481.18721,0.740188,0.996943,-0.204474,1.49161,1,0.51735,2.55377,-73.309,74.4048,1,0.4722,0.44448,-0.490573,1.55108,1,0.49972,-0.127974,-0.285873,0.035618,1,0.516836,0.582622,0.480964,0.676417,1,0.284259,9.86677,5.46221,19.8381,1,0.222994,4,4,4,4,4
