TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_T7,CQ_Pz,CQ_T8,CQ_AF4
1557627176.879393,39.297567,1.682050,0.928032,1.143929,1.246189,1.029946,1.284009,1.555402,0.818834,0.701224,1.844649,2.222535,2.300103,0.695319,0.837086,0.712792,2.828014,1.829572,0.636659,1.201959,18.020514,1.052912,3.079323,1.313222,1.180194,4,4,2,4,4
1557627177.005571,26.371146,1.793472,0.855901,1.118895,1.195620,0.878355,1.278822,1.523726,0.795673,0.716736,1.841534,2.261923,2.194311,0.576774,0.876629,0.770357,2.749553,1.728742,0.560934,1.164305,12.501269,1.043475,3.036543,1.127240,1.195927,4,4,2,4,4
1557627177.131548,14.845676,1.710129,0.845379,1.116876,1.166230,0.704972,1.234501,1.431117,0.765142,0.751280,1.866867,2.243180,1.932751,0.505668,0.870357,0.835476,2.447024,1.524168,0.525869,1.070264,7.698374,1.070788,2.758687,0.974818,1.172176,4,4,2,4,4
1557627177.257526,7.045004,1.472193,0.899825,1.133191,1.155861,0.541496,1.165764,1.270404,0.781295,0.791038,1.961902,2.209625,1.573009,0.493095,0.825561,0.904030,2.015258,1.294884,0.541611,0.959847,4.632794,1.137177,2.313009,0.910732,1.130496,4,4,2,4,4
1557627177.383605,3.197043,1.173440,0.997258,1.141366,1.152118,0.438745,1.087679,1.055703,0.888431,0.825178,2.126162,2.192016,1.200045,0.534181,0.762360,0.969496,1.587266,1.109249,0.599860,0.877436,3.428186,1.259627,1.793161,0.966019,1.103219,4,4,2,4,4
1557627177.509782,1.918283,0.909674,1.094526,1.113919,1.139539,0.438774,1.018113,0.821795,1.096310,0.850546,2.305873,2.189325,0.909910,0.622658,0.705420,1.053917,1.264743,1.005609,0.678101,0.849135,3.393376,1.455560,1.297624,1.137782,1.115457,4,4,2,4,4
1557627177.635860,1.551398,0.742973,1.143625,1.043910,1.111628,0.549918,0.997037,0.632876,1.370518,0.875398,2.405933,2.156596,0.784167,0.750373,0.674898,1.149504,1.074446,0.983872,0.746701,0.868737,3.672104,1.693828,0.904285,1.382455,1.171062,4,4,2,4,4
1557627177.761739,1.368506,0.701957,1.132004,0.948583,1.075095,0.742627,1.090141,0.573527,1.642616,0.916054,2.354346,2.037767,0.841729,0.895965,0.679148,1.276722,0.977088,1.008348,0.779774,0.904725,3.854033,1.937670,0.682849,1.625891,1.250370,4,4,2,4,4
1557627177.888017,1.320437,0.724990,1.085665,0.871293,1.047645,0.965850,1.341062,0.703716,1.835561,0.980333,2.119802,1.798550,1.047384,1.025849,0.711050,1.397049,0.903345,1.042094,0.767706,0.924961,3.933748,2.074044,0.678432,1.792001,1.326139,4,4,2,4,4
1557627178.014395,1.371671,0.776466,1.065587,0.857293,1.041259,1.170682,1.723038,1.019438,1.890814,1.058322,1.756186,1.477390,1.326229,1.101499,0.751421,1.489489,0.826541,1.071398,0.718551,0.918301,3.904459,2.051242,0.904214,1.837967,1.379252,4,4,2,4,4
1557627178.140373,1.492367,0.854713,1.119856,0.921368,1.059552,1.330880,2.133055,1.432818,1.797615,1.124170,1.378468,1.172868,1.590009,1.093925,0.777034,1.525896,0.769302,1.106929,0.644276,0.897797,3.769342,1.919588,1.316576,1.768118,1.404341,4,4,2,4,4
1557627178.266453,1.633326,0.970704,1.252400,1.042541,1.097265,1.452559,2.440500,1.822638,1.597003,1.149139,1.109175,0.955160,1.765549,1.004714,0.777034,1.500228,0.747724,1.154484,0.561430,0.887520,3.535229,1.783693,1.820944,1.628488,1.409802,4,4,2,4,4
1557627178.392431,1.743656,1.146862,1.421681,1.176027,1.140232,1.530725,2.539807,2.074896,1.360536,1.117752,1.007313,0.879849,1.830833,0.867419,0.759056,1.405572,0.771538,1.203090,0.493220,0.905299,3.215819,1.747691,2.300330,1.486033,1.411313,4,4,2,4,4
1557627178.518609,1.777905,1.397491,1.564629,1.275899,1.171949,1.551061,2.389895,2.125561,1.157314,1.036005,1.082650,0.972597,1.800644,0.728569,0.739022,1.290596,0.834966,1.231806,0.459000,0.948102,2.855481,1.856191,2.639576,1.397245,1.418337,4,4,2,4,4
