AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
6.767385,3.760644,5.592644,2.230065,0.586757,2.897273,3.665355,3.905812,1.362708,0.953861,1.638478,0.914025,1.723138,0.91425,0.512824,3.650586,1.444738,4.899465,1.770853,0.902218,4.646435,3.24674,8.408317,2.339574,0.754678,sad
4.853755,8.495177,3.459867,2.763701,1.153923,2.941518,1.364552,2.179747,1.195968,1.101197,1.294308,1.395432,0.176935,0.643769,0.616008,5.087231,8.127764,2.123744,1.235022,0.688036,7.016916,14.431798,3.27985,0.757455,1.362797,happy
94.68398,12.433128,10.135554,6.312938,1.411458,3.678778,1.248703,4.209515,3.955372,1.974885,5.787688,10.117531,16.16578,10.071672,1.777672,2.620544,4.15964,12.666753,21.526521,9.743007,17.939943,9.72635,6.830185,5.946475,1.62785,happy
54.826463,11.48761,3.00196,1.295406,0.641428,5.416907,2.384081,0.911045,2.933109,1.482651,0.745716,0.581806,0.770107,1.487345,15.628154,8.78981,4.504495,4.301608,2.577496,2.147113,34.689925,9.394836,3.627182,1.680189,0.822348,happy
26.29624,4.377987,2.831785,2.143602,0.895337,7.230551,2.021069,1.427015,0.796325,0.93032,0.615623,0.698205,0.617413,0.635787,0.412972,2.223876,1.624167,1.142792,1.100066,0.846685,8.808506,4.912251,4.998852,1.675297,1.040464,happy
7.676911,8.568461,2.73134,1.16206,0.80114,2.76007,6.524225,1.308211,1.314611,0.668149,0.660254,3.066861,0.522258,1.124084,0.485406,2.813376,6.95382,1.628336,1.196542,0.713209,10.839344,15.707214,1.316603,1.429052,0.985613,happy
39.293334,14.900409,8.209644,1.774242,0.859219,4.538189,1.54623,1.063014,1.522923,1.168746,0.657898,0.423359,1.452202,1.355199,14.136395,3.209559,4.432264,3.283936,2.138971,2.394323,24.061383,12.415272,5.498524,1.710428,0.610617,happy
2.73412,2.939161,3.542303,2.850939,1.4279,9.001694,4.867678,4.235485,3.835817,4.080328,1643.161498,598.189145,291.596497,118.141342,33.007881,3.072125,1.930111,3.183967,3.245071,3.797299,10.251193,3.041789,3.886794,2.861263,1.711125,sad
12.406655,1.374237,3.888913,1.888636,0.586734,9.110882,1.025742,0.429759,1.870789,2.82828,2.005702,0.210235,0.888181,1.321005,9.647725,169.935135,11.924704,4.311526,5.099995,5.138261,11.043325,1.461995,1.621166,1.676092,1.045324,happy
10.961229,2.840269,3.090469,0.59552,0.625872,11.075854,4.842213,1.439628,1.459292,0.985307,2.037729,3.477732,1.707262,1.26518,0.535017,11.773375,4.432019,2.342143,2.325243,2.040436,24.576572,10.933682,3.75103,0.984734,0.879214,happy
40.337677,5.709951,3.386028,2.220203,0.622935,48.563682,12.985769,8.629579,3.692883,2.716479,3.975057,5.394151,5.026599,3.242968,0.778829,0.835823,0.384709,0.616212,0.490929,0.354041,17.033083,3.095465,2.090739,1.644949,1.014323,sad
13.335936,10.903209,2.408517,1.010824,0.491677,4.874452,2.436823,0.590461,1.198185,0.640133,1.349552,1.645792,0.663582,0.705489,0.328217,2.173478,2.019053,0.633224,1.13126,0.282798,60.227929,20.328629,4.536432,2.520024,0.474388,sad
11.716567,7.359549,6.488679,1.233258,0.62412,2.266126,1.619564,0.842936,1.675371,1.627418,3.090603,0.706472,0.5889,0.971699,9.521095,15.962392,7.874133,9.495484,4.139775,3.687432,9.096526,5.830292,4.015655,1.144124,0.783396,happy
48.874846,9.203456,6.79089,2.120974,2.838753,3.408332,0.995922,2.100524,3.698629,6.583779,5.931944,2.677797,1.934237,1.470909,2.129081,5.247981,5.809271,5.999961,6.409184,13.276433,14.617581,3.173106,3.467119,2.40217,2.577941,happy
5.650733,1.087214,0.991045,2.529866,2.467537,1.368609,1.454837,1.082602,2.633392,2.860336,4.388218,2.019276,1.063898,1.786991,1.015517,2.016134,1.699147,3.019594,2.850242,5.452552,10.073117,2.311942,1.085674,1.491986,2.095448,sad
119.115864,16.974305,6.668441,1.745266,0.790726,2.172562,1.517115,0.517813,0.66502,0.978147,2.020377,1.137305,0.491396,0.803862,0.530677,6.96255,1.006619,1.404535,2.125596,0.702684,47.730001,7.435199,1.69908,1.617641,0.905758,sad
80.494551,12.945055,4.431354,1.690006,0.582568,8.129677,1.433,2.113292,2.717899,1.713569,0.552322,0.225465,1.505559,0.927521,14.469793,17.965094,5.786527,4.688152,6.192249,2.276451,47.994272,6.763638,4.214738,1.576438,0.884089,happy
1.932425,3.511581,2.863059,0.774772,0.95247,3.789521,2.137137,1.000941,1.183258,0.728101,3.434314,2.388782,2.625703,1.063457,0.950747,0.708398,0.539006,0.267657,0.173242,0.175731,1.802148,4.349519,2.212827,0.803451,0.637624,sad
10.875314,3.480122,2.65457,0.921232,1.014017,2.827725,0.836143,2.129761,1.401606,0.887758,0.767876,1.085109,1.694814,0.674022,0.488642,2.164545,2.002119,2.372992,1.743887,1.033178,8.130599,1.658523,1.392163,1.822392,0.907544,sad
7.2875,3.363125,1.244269,1.450854,0.855563,4.857668,2.26969,2.384364,0.930672,1.05154,2.24499,2.382482,0.893294,1.066818,0.428642,0.819614,1.313587,0.806076,0.671041,0.3323,5.478289,2.828063,0.931639,1.404131,0.84582,happy
2.102604,10.312469,3.218087,1.204648,0.65866,2.902538,1.593861,1.258202,0.932847,0.795769,0.285971,1.406717,0.521633,0.504244,0.401801,1.427442,10.271842,2.214809,0.747627,0.858696,9.668958,12.769991,2.432592,1.810625,0.757131,sad
12.380432,6.961987,3.378474,1.692042,0.343546,2.722421,1.709082,0.685026,0.912996,1.278875,0.310875,0.291652,1.349407,1.086713,14.912034,2.846828,1.636563,2.985472,1.903393,1.963098,31.041945,21.182365,4.617279,2.015535,1.414226,happy
67.868356,15.364407,4.728245,2.587452,1.183307,3.770033,3.007397,1.52187,2.375566,1.553011,7.583396,7.16772,2.755849,4.113361,1.194287,3.181402,3.445747,3.415905,5.121512,6.990524,25.990227,7.932638,4.788988,2.318521,1.13059,happy
18.303757,6.00062,2.732026,2.796867,2.367149,3.112388,1.032894,4.052711,3.054064,5.324696,88.681175,3.918018,1.447175,2.016102,2.47572,5.296799,2.241464,5.166086,11.878078,16.205894,7.33762,3.56617,2.019254,1.938194,2.154638,happy
81.159139,13.377792,2.130665,1.806832,1.628517,3.17614,3.283548,1.207101,3.110244,4.373667,5.760778,4.123916,1.821998,3.643717,2.3673,5.316805,2.457021,3.72834,8.404945,9.775534,20.839535,9.396786,2.420818,2.176248,1.360254,happy
18.011628,2.219069,1.202767,1.902656,1.740322,14.462899,1.483129,0.874728,1.805108,1.110998,4.527051,1.97624,1.563248,0.836504,0.721639,11.310788,3.546892,3.038244,3.175093,5.353763,11.414221,2.42826,2.529164,2.194672,1.69898,happy
4.145875,2.644342,2.231331,0.472188,0.562469,3.968612,1.284937,1.022112,1.248021,1.262649,1.09137,0.884891,0.378884,1.678626,0.920654,4.529235,13.019122,2.520437,1.436453,0.884992,4.914979,3.204634,2.225899,1.130774,0.880268,sad
21.269972,8.833204,0.952898,1.627675,0.978871,3.752847,1.605434,1.617957,2.530209,1.888716,5.841433,2.090785,1.743865,2.09251,1.411564,4.172513,4.808918,1.731492,5.141595,3.10663,11.294506,4.942532,1.723463,1.972747,1.533032,sad
453.926025,97.561029,18.735925,4.102627,1.712086,1013.771344,332.113023,124.239209,64.416951,8.224332,2.404446,1.059254,1.106459,0.788473,0.406492,14.139102,1.905993,0.552746,1.089762,0.561924,416.714245,61.54181,17.109399,5.985093,3.928974,sad
4.171201,7.553468,10.471412,1.853581,0.781928,3.660578,2.551144,4.464806,1.306757,0.617054,0.894835,1.76764,2.534731,0.942589,0.624408,6.913098,5.927699,6.647812,1.79504,0.977881,2.81847,6.886249,10.596388,2.938402,0.989238,sad
4.523101,5.119046,5.424911,0.968624,0.871647,0.821408,1.379635,0.933631,1.058201,1.733781,0.365977,0.417206,0.735023,1.038678,0.732636,3.291564,6.551561,2.604106,1.56744,0.796147,4.434522,5.246762,4.740691,1.086713,1.119803,sad
7.498118,2.758205,1.311291,0.698259,1.246527,17.48178,4.751647,2.674329,1.032446,1.686259,8.115302,3.387178,2.299385,0.980508,1.258829,2.833879,0.754499,0.96819,0.623154,1.127494,18.286167,5.674994,2.510717,0.888004,1.264004,happy
55.589176,28.426097,9.745852,3.520331,1.680885,32.871003,20.02361,11.096575,2.625775,1.813309,3.405988,3.047605,1.439205,0.480412,0.628066,25.366333,12.106676,4.961527,1.903757,1.176678,46.438397,23.381645,9.554475,3.090112,1.215534,happy
3.063379,2.329122,3.513921,1.548325,0.621269,1.180791,1.536422,1.208829,0.844033,0.747322,1.516419,1.100995,2.205327,0.82085,0.774185,2.068918,0.530424,1.618558,0.737218,0.481308,3.19912,1.902041,2.429107,1.253842,1.195239,happy
35.540493,6.163391,1.830216,1.001964,1.044996,4.409861,1.76968,1.033229,0.658432,0.925124,2.289717,0.554565,1.261518,0.618273,0.760666,2.023166,1.68466,1.592372,1.223635,1.347899,15.530044,2.304599,3.095073,1.301191,1.37605,happy
2.57157,1.252534,1.444333,1.625955,0.557215,1.788039,0.587134,0.857154,1.64811,0.949751,6.643921,3.784891,1.359873,1.848407,0.868472,0.493222,0.632583,0.401207,0.702045,0.476919,4.082965,0.582687,0.996679,1.624811,0.68931,happy
27.881512,7.209914,2.816726,0.673804,0.900111,2.297227,2.645439,1.738365,0.583731,0.83913,1.136819,0.48847,1.389852,0.431731,0.442504,5.789625,3.400449,5.845219,1.256801,1.308765,32.200211,4.573457,2.740004,1.063599,0.847675,sad
3.910611,0.893805,1.135347,1.620443,1.100234,4.080168,0.64897,1.053347,1.076932,0.836938,1.51723,1.262399,0.511038,0.610503,0.450152,2.28695,1.145916,0.54213,1.151701,1.322279,4.516711,1.575383,0.584,0.943078,0.74708,sad
21.300672,5.404181,2.766101,2.184716,1.896504,11.026638,4.563437,2.157849,6.724037,4.783923,12.952566,3.042367,2.945308,2.939973,2.180366,5.603929,5.465941,8.146695,7.222709,11.675337,8.108033,3.57532,1.199998,1.377228,2.031648,happy
15.722804,6.768383,5.926765,1.189782,0.57004,2.400791,1.302113,1.130678,1.675352,1.44228,0.672832,0.529283,1.787915,1.422806,16.893005,2.729188,4.052514,7.026954,6.076772,2.351882,5.681542,5.46151,3.464691,0.968391,0.554642,happy
21.549113,22.64206,4.047887,4.186089,1.479708,19.276174,14.812632,3.365622,2.328165,1.468067,2.06158,2.671215,0.842113,0.898885,0.59418,15.384067,7.621885,4.903484,2.517746,1.362644,29.211781,20.038211,3.410425,2.824608,2.265353,happy
28.240701,11.308118,2.829353,2.099085,1.395971,8.870997,2.895299,1.760277,2.99061,3.612532,5.015955,4.875984,4.794516,2.594609,2.291146,21.881172,2.054865,2.832929,4.167577,2.76202,22.524463,8.023382,5.244645,3.576657,2.916826,sad
25.21319,14.020326,16.774037,8.662392,7.52624,15.035277,4.514313,8.907648,4.282346,4.028209,12.46607,10.468468,14.731724,4.763551,5.194313,21.845878,10.928181,20.509683,5.725548,6.082365,16.25642,11.815121,21.063415,8.146672,8.502738,happy
4.88139,2.140368,1.417912,1.774731,3.355874,4.214244,1.473033,3.103212,1.738739,5.465683,3.828448,5.656379,1.763839,2.108313,2.963935,1.497913,0.708216,0.565829,1.270304,2.406604,17.179549,5.388585,1.986518,3.372357,2.833654,happy
49.806693,6.280398,2.133129,0.972758,0.73397,0.579962,1.835107,1.334416,1.354167,0.663269,0.74528,0.365765,0.740691,0.591755,0.531752,0.920767,0.458044,1.454982,1.054846,0.569465,16.314011,1.647886,1.30444,0.797241,1.02111,sad
5.026593,5.39526,1.18459,1.285646,0.620514,2.16562,3.592184,1.442944,0.80205,0.871175,0.421575,0.620603,0.336706,0.310249,0.224017,2.543645,2.669397,0.709269,0.72685,0.521402,56.599513,30.163756,5.028967,1.34182,0.816241,sad
2.274407,2.25497,3.052165,1.385655,1.057801,1.295031,0.941409,1.911318,0.510115,0.572192,2.995795,1.21382,2.071525,1.12413,0.640213,1.763717,1.948911,1.443785,1.374977,0.916142,5.384262,1.465436,1.631962,1.21563,1.081247,happy
10.826929,6.418525,1.673632,1.822691,1.270946,12.033508,5.068477,2.528792,0.983783,2.268746,1.098909,1.212882,0.652439,0.540631,0.396369,6.495186,4.213576,1.178052,1.370324,0.972569,22.639485,10.897355,2.358208,1.522623,1.554077,happy
52.119428,11.439447,4.140011,0.600698,0.621321,4.504928,2.749337,0.986343,0.954378,0.800483,0.610997,0.68159,0.587227,5.930255,5.577764,28.636493,5.759557,3.911119,1.510814,1.131411,16.413377,6.598508,2.708338,1.384142,0.837077,sad
10.860017,2.598525,6.803862,1.576406,0.872604,3.267453,2.583247,1.617623,1.274856,0.800042,0.605375,0.634642,1.982615,0.496884,0.559998,7.016325,1.407145,3.032906,1.526435,0.833368,8.470957,1.87979,6.961054,1.604317,0.924999,sad
21.508386,4.812917,1.785026,1.49637,0.520142,1.340352,2.511917,1.584898,2.080441,1.861094,0.599582,0.299972,0.735436,1.662234,15.901754,3.278756,2.823653,3.272552,3.671005,8.854853,14.215962,3.584967,1.825757,1.550598,0.533296,happy
3.186694,3.366076,1.740985,1.209075,1.117446,0.996119,1.707448,1.558526,1.166536,0.572144,1.544853,1.451966,0.190068,0.559296,0.588394,3.137973,2.023012,1.986603,0.870313,1.371755,6.036093,3.061252,1.137248,0.786856,0.930357,sad
13.74845,3.550609,2.910613,2.546599,0.941842,2.902721,1.378446,2.010519,1.333599,0.881454,0.749005,1.395809,0.593401,0.556353,0.240116,2.884684,2.185767,1.242868,0.721378,0.530525,13.690019,4.168377,2.349425,1.796532,0.816256,sad
4.719221,2.759195,1.775845,1.394047,0.906741,2.081158,1.349387,0.98008,0.749555,1.158637,1.834817,2.035822,0.714861,1.191589,0.693815,1.40549,1.340164,0.787626,1.263716,0.792716,1.536848,2.638818,1.406438,1.015309,0.987398,happy
34.344149,3.787274,2.105103,0.838029,1.03134,2.606901,0.574222,0.978613,0.945426,0.70062,1.62855,0.676426,1.083431,0.557074,0.413639,3.528623,0.920535,0.89068,1.813356,1.378208,16.04355,2.381313,1.265819,1.502309,0.962454,sad
631.216996,185.493858,75.567308,19.256395,7.239434,7.298057,9.19749,2.848228,1.459921,2.167049,1.662322,0.612208,0.275669,0.880945,15.062172,38.224294,7.807591,2.814735,3.089403,3.949595,10.841356,9.09081,4.550384,2.213712,0.702122,happy
47.351467,9.259229,8.860605,2.014659,0.810842,2.695066,1.531035,1.78134,1.014596,0.954409,2.095754,1.193614,2.43901,1.250115,0.56655,5.962322,6.917968,8.402146,0.912889,0.99408,179.416732,38.797532,35.031652,8.393681,1.698889,sad
9.723213,5.601476,2.440208,1.143772,0.479926,5.640629,2.866661,1.356084,1.098877,0.445905,10.070374,6.001262,1.439374,2.296892,0.652392,1.04096,0.597307,0.514231,0.488782,0.289282,7.917849,6.779786,2.520733,1.702302,0.542944,sad
114.696939,25.847833,4.327247,4.00508,0.653039,3.984074,4.460503,1.283687,1.904888,0.683994,0.409268,1.01816,0.819564,0.608983,0.576859,6.406806,4.15143,4.356581,1.705811,0.927536,36.079291,11.518959,4.347363,3.115498,0.929402,sad
35.672043,7.988439,3.777211,1.777701,2.217415,6.55831,3.829054,3.82878,2.407212,5.323946,30.454846,4.657555,5.169687,3.685356,3.347723,111.607945,20.626846,10.272975,7.485798,6.843209,16.902612,12.142073,5.850691,5.498095,4.858084,sad
15.927767,1.835037,1.369652,1.225559,1.312355,3.45279,1.653352,2.192204,2.229937,1.771628,6.190079,4.874543,2.047134,2.887021,1.668128,5.617981,1.565541,2.008587,2.646911,3.264426,17.70956,5.79645,1.806821,1.46171,1.691786,sad
19.616677,3.167027,2.901367,2.989861,1.321918,1.714706,0.616384,1.795914,1.548522,2.065946,3.56216,3.547572,2.657588,1.849042,1.586288,12.926218,2.325721,1.62315,2.004916,4.12161,12.204446,4.155898,4.702738,2.969656,2.179197,sad
4.282803,1.919551,2.348902,0.923028,0.425202,1.785993,0.985521,1.49228,1.002805,0.553026,3.286523,2.2839,0.916898,1.317115,0.99198,0.973393,0.532937,0.313639,0.239497,0.261642,11.868419,3.454984,1.997668,1.022193,0.699893,sad
5.704233,4.434846,1.545955,0.746673,0.826997,2.006855,1.926109,1.308708,1.008942,1.013088,2.720728,3.280291,1.65639,1.004792,0.65367,2.593026,1.305843,0.716725,0.449002,0.514237,2.021391,4.14688,1.44066,0.769977,0.685105,happy
9.027121,2.500525,0.984,1.360265,0.896729,5.058109,1.289684,0.819532,2.424566,1.736168,4.970676,2.966883,0.8346,0.973712,0.948505,0.728708,0.864765,0.628324,0.789085,1.00452,10.708406,3.357231,0.933448,1.867511,0.921326,happy
1.85057,3.447056,5.686137,1.86669,2.074076,1.603709,2.597167,2.467403,1.498997,1.621348,2.405253,2.464051,3.650939,1.24913,1.078624,2.129804,2.094992,4.562686,1.795214,1.512341,2.701072,4.337818,4.095113,2.201737,1.470795,happy
8.710537,5.76194,8.689062,3.016061,2.174256,10.540265,6.48033,5.615389,2.529663,1.937032,2.889732,0.976157,2.487537,1.404764,0.493665,7.479395,3.467726,9.786702,5.413677,4.770968,18.228339,7.851904,8.440953,4.357337,2.056792,happy
2.396555,3.312119,4.607467,1.299541,0.891822,3.161784,2.453197,1.677354,1.924141,2.455324,0.714496,0.473971,1.561686,1.576313,16.448018,3.476566,3.945915,7.392129,3.312509,2.548263,2.228316,4.436192,5.547606,0.766348,1.21563,happy
5.055927,2.511174,1.266565,1.06788,0.698465,5.399647,2.999271,2.377673,2.276229,1.787147,6.626427,2.708848,1.779822,1.122016,0.586999,2.105944,1.134699,0.313857,0.305843,0.514057,5.86157,2.085793,0.594008,0.984151,0.745651,happy
67.75247,13.705116,2.228133,1.331714,1.651535,1.711777,2.502024,1.639352,2.042436,2.591828,4.125045,1.550824,1.056584,1.028086,1.371397,4.187014,4.719417,2.32656,3.050147,8.273136,37.186616,6.105466,1.756381,2.112891,1.353047,happy
63.297004,18.722467,3.383568,3.856929,0.828005,3.474418,3.789667,1.226396,1.752979,0.863638,0.449781,0.814911,0.511184,0.875578,0.533665,3.596382,2.406664,2.113307,1.498912,0.91538,25.619144,11.74681,2.924512,3.005501,0.857323,sad
54.560022,4.709155,3.591948,1.685605,0.857015,1.076903,0.76799,0.757633,1.674564,1.303632,4.445798,3.052353,1.106772,1.595801,1.103401,2.924885,0.967073,1.440039,3.437198,2.837185,27.614816,2.465094,1.976757,1.555134,0.898877,sad
1.134479,2.193878,1.850253,2.401861,2.936085,2.616983,4.256724,2.63264,2.878967,2.535625,2.051312,2.697179,1.849576,1.746064,2.550231,7.296238,3.007361,1.442464,2.498206,2.984733,9.068126,5.716788,5.378372,2.901032,2.991553,happy
3.652082,1.226467,0.940136,0.8136,1.050822,1.411731,0.825946,0.358175,0.644567,0.465025,1.208261,0.374625,0.242327,0.886858,0.652539,1.766053,0.561662,0.53252,0.610361,0.513127,4.073426,2.21778,1.740552,1.975498,1.694544,sad
7.864932,6.124961,1.287591,1.008156,0.770258,2.579139,2.408507,0.654727,1.539655,1.132352,0.79883,1.213375,0.783786,0.434144,0.332301,1.727146,1.88243,0.843736,0.603389,0.474738,11.129558,6.14345,1.235029,1.910679,1.195609,sad
1.944188,3.369048,2.094091,0.986399,1.240409,1.352652,0.904698,0.466581,0.80219,0.802996,2.692636,2.101551,0.910952,1.323979,1.068148,5.317159,2.740753,2.573258,1.155628,1.206682,2.050764,3.791342,0.841972,1.899252,1.105034,happy
306.386874,39.154697,13.248079,3.694986,1.950034,208.156854,34.026428,8.584694,3.755497,1.471449,40.239408,7.398241,2.904776,1.338555,0.767878,216.56066,39.08822,8.54803,3.034129,2.793513,237.788636,38.212822,13.7314,4.288512,1.934761,happy
3.845615,1.379464,1.134956,1.621109,2.166879,2.868275,1.927926,1.971992,1.593815,2.866129,5.824106,3.693,1.689003,1.397984,1.809364,0.680608,0.33951,0.764728,1.080645,1.800335,4.029346,2.549234,1.246082,1.998045,1.740987,happy
2.774127,0.350161,0.403377,1.07613,0.555846,1.039458,0.699066,0.657016,0.629213,0.92096,1.097483,1.081307,0.716184,0.443709,0.357396,1.135776,0.799532,0.936504,1.114496,0.763271,1.359285,1.41002,0.969154,1.261385,0.828337,sad
81.532108,42.719326,9.790607,3.897102,2.675827,90.240967,39.761829,12.247129,5.284007,2.763361,7.799708,4.304598,3.955292,1.880109,0.89988,51.689644,25.079739,8.313584,3.882236,1.741209,81.010747,41.586961,11.315435,5.865665,2.411939,happy
14.037507,11.923626,4.126476,1.731549,0.305414,2.494927,2.002775,1.236891,1.618382,0.630213,2.133315,2.568439,2.119905,0.559085,0.329355,14.941333,7.123939,4.113103,4.133953,2.778903,8.731204,9.136565,8.035087,1.620446,0.711521,happy
5.493082,5.466514,4.701057,2.076718,1.275067,12.446686,5.307461,3.095811,2.824246,3.128161,5.578255,2.661522,1.816761,3.801547,17.989333,20.299574,2.586835,2.060787,4.415759,4.045394,6.468976,8.458415,2.328072,1.534023,1.842721,sad
21.186362,6.534585,2.747086,1.964257,0.8745,3.33532,2.032395,0.985996,0.752038,1.167869,0.451488,0.489507,0.822584,0.481427,0.531086,4.086099,1.65823,1.005351,1.034625,0.432536,22.463351,5.491663,4.365131,1.821701,0.713539,sad
8.796124,2.9711,1.236578,0.96817,0.585752,8.248437,2.664708,1.714521,1.209949,3.207579,5.538023,2.473286,1.364938,1.610532,1.66316,1.512517,0.930792,0.628518,1.055254,0.712495,9.73281,3.400741,1.08795,1.109403,0.909724,happy
1.238719,1.592868,1.577586,1.140998,0.744796,2.507306,2.740062,0.872938,1.722184,1.290031,4.63987,1.510526,3.517097,1.282136,0.793653,0.425286,0.558314,0.87017,0.900094,0.52491,1.410916,1.94794,1.683454,1.107091,0.702173,happy
5.903515,3.196274,1.471187,1.152052,0.925417,1.670217,0.7608,1.178282,0.772703,0.894283,1.854081,1.122703,0.728335,0.611955,0.615148,2.204417,1.785746,1.745949,1.275251,0.828133,6.558827,4.96959,1.644675,0.89723,0.98284,happy
11.138464,5.529761,4.16491,1.250803,0.650845,5.635785,2.276444,0.846838,1.747269,1.099012,0.898767,0.733123,0.189105,0.727476,0.446981,34.216528,24.883002,5.569141,5.197671,1.190791,14.088751,7.004172,1.91378,1.43728,0.930612,sad
50.982375,13.129167,4.240459,2.515072,1.542848,1.626433,0.497685,1.442164,2.024566,1.483243,3.660358,1.953537,2.735011,2.852899,1.330171,2.601676,3.514829,4.055727,2.43152,4.875166,47.164725,12.300207,6.753416,4.121466,2.141779,sad
12.74306,4.127953,8.754994,1.562053,0.65885,2.102386,1.131475,1.036435,1.517059,1.092714,1.519372,0.372048,0.646152,1.995769,7.915086,13.21175,3.720639,11.098759,7.362586,3.4507,7.45997,2.944006,6.106204,1.770449,0.890614,happy
149.78918,22.75704,10.831277,2.06766,0.899159,1.28551,1.814538,0.699945,2.315312,1.007864,1.884806,1.484228,0.678125,0.929277,0.498388,14.478552,2.879444,2.696868,2.710037,1.283498,11.966354,8.679823,2.86152,2.808252,0.857389,happy
17.535836,1.937892,4.895041,2.015835,0.601151,6.699464,1.143869,0.305259,1.994059,2.8065,2.171267,0.241009,0.866575,1.187744,10.165804,165.759802,9.588373,3.70661,4.626721,4.809807,12.282379,1.441311,1.561738,1.589322,1.065885,happy
18.111395,1.612886,2.686522,1.508637,0.696933,15.036014,0.848231,2.350152,1.233683,0.704269,1.998936,0.376218,1.121023,0.695022,0.66722,11.463709,1.578332,2.690235,2.095271,1.080644,14.956839,0.868373,3.725316,1.916349,1.026126,happy
1.870386,5.204269,1.714031,1.057179,0.427974,3.309653,1.668369,0.683065,1.110705,0.481697,9.514873,5.264536,3.546388,2.175415,0.560833,0.291395,0.264321,0.175267,0.435708,0.409163,2.513031,2.008925,2.738498,0.980956,0.644985,sad
6.58596,2.629438,1.210544,0.96356,1.171026,2.036996,3.760765,1.505265,0.724411,0.934784,0.493347,0.917079,0.275802,0.347312,0.350316,2.054657,1.144802,0.731663,1.079013,0.485867,3.367597,3.8239,1.47403,1.859205,0.687083,sad
8.381903,2.068331,1.435228,0.841632,1.023374,4.020043,2.500887,1.268859,0.950574,1.024828,1.424139,1.598794,1.226857,0.755177,0.472889,22.79215,17.193798,8.758191,3.61539,2.115633,4.722217,2.435722,0.960486,1.174243,0.694182,sad
1.95415,1.225158,1.67978,1.522097,1.10747,1.549624,0.554068,2.788657,1.806467,1.628378,0.539132,0.982788,0.632482,0.571046,0.367605,2.125874,1.263727,1.164515,1.466173,1.280672,1.80805,1.071089,1.413557,0.835188,1.104797,happy
52.41421,3.445916,7.9108,7.37021,7.850919,10.493729,5.103665,8.644414,7.779617,17.683106,879.326032,128.545901,31.12215,14.847683,9.811979,135.574252,50.216278,22.116663,14.107968,16.363402,13.216289,4.952074,5.18723,5.198923,8.859561,happy
40.925523,9.191215,4.288642,1.456757,0.901874,8.851038,2.858871,1.350272,2.270271,2.596287,0.70037,0.932495,2.97674,1.277424,15.032122,11.551088,10.029095,5.822984,2.51049,1.078323,29.542945,11.558798,4.658156,1.716786,0.956427,happy
5.199589,1.589042,4.325685,1.434434,0.782402,4.569205,3.432885,4.616075,1.338717,1.110718,1.696362,2.258969,2.289041,0.585077,0.350531,3.904007,2.05211,2.119359,1.390505,1.199277,10.133836,3.016759,4.559544,1.917918,0.57492,sad
4.219524,1.829307,1.739191,1.467173,1.937926,0.706483,1.903166,0.967213,2.273853,4.25455,10.105968,4.013346,1.589797,1.722216,1.237497,1.628317,1.701837,4.9012,13.341798,9.372931,1.978881,1.634761,2.056719,1.533835,1.471613,happy
4.001514,6.204029,2.450977,0.959215,0.928487,12.088226,5.098075,1.438191,1.845968,1.898071,7.018451,3.71038,3.413933,2.585209,0.92957,1.145926,0.748613,0.425948,0.699452,0.615756,3.538588,4.65513,1.698499,1.348848,0.699545,happy
3.056822,3.462188,1.826305,1.073924,0.517775,3.224265,2.2416,2.447011,1.766871,0.545348,9.59336,7.371411,4.162967,1.786403,0.859624,1.138272,1.115928,0.684957,0.413646,0.403834,5.065353,2.828498,1.123345,1.044197,0.601691,sad
88.217902,37.079924,25.299912,5.608863,4.826663,12.743378,8.783861,7.307718,3.266527,2.430791,1.38992,0.657683,1.210749,0.517249,0.795262,16.034195,7.388143,7.218907,3.757172,3.968194,49.013219,15.939044,12.735674,4.49831,4.345602,happy
33.25972,17.262142,11.495494,2.829664,1.014741,2.705876,2.121553,3.376778,2.459227,0.676779,3.71719,1.919949,1.726016,0.901417,0.649218,7.030488,2.643551,1.891262,1.363791,1.271261,8.765459,5.092287,3.931216,1.66333,1.153238,sad
193.111089,19.26162,7.115215,5.464823,3.853102,177.687507,44.538181,8.256456,10.098748,18.631465,174.097611,84.524682,21.09837,28.34144,9.115853,222.352611,51.04276,30.870538,26.03427,13.586338,112.079045,6.432464,3.348445,6.710898,9.788277,happy
46.447866,7.107729,2.321397,1.309627,2.373449,10.479726,6.556498,5.33533,3.560644,4.121684,557.449581,195.45004,82.023837,12.539641,8.375523,2.416833,5.152305,3.636319,3.807866,2.941088,77.17959,16.302198,9.750522,4.09192,4.548797,sad
2.606953,0.69951,1.413204,1.201857,0.491917,10.159911,2.931817,2.2897,2.526274,1.188398,2.886912,2.224319,0.558302,0.790558,0.914069,1.703318,0.81147,0.676935,0.393556,0.321548,1.217092,1.081418,1.819518,1.304105,0.576894,happy
