AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
3.729,5.911971,2.950948,0.977551,0.433431,2.074799,2.503238,2.366125,0.698268,0.300796,4.342399,2.761449,1.366509,1.141572,0.829478,0.754744,0.779008,0.469932,0.555706,0.284599,3.463017,2.825734,2.129943,0.84031,0.462153,sad
65.169536,9.763226,1.601538,2.018245,1.474168,11.360045,3.673244,2.32816,1.216526,1.119359,2.738137,1.016457,1.096564,0.630364,0.617231,7.267575,4.710781,2.46333,0.833955,0.754139,35.388514,5.713034,3.517983,1.807355,1.704555,happy
42.620864,13.515567,8.241331,11.551853,14.771719,18.939858,13.239592,8.28543,22.822204,30.498962,18.5967,4.697929,6.915301,9.674393,12.278173,6.529064,8.181047,5.472819,18.237143,33.48025,13.285048,8.831709,7.11338,10.328729,13.789816,happy
6.566049,3.640754,3.418382,1.157184,0.573048,4.5387,1.477295,2.074138,1.085474,0.554434,1.934417,1.827023,1.237854,0.889023,0.493226,1.667228,0.443063,1.358482,0.341725,0.338173,5.404759,2.225619,3.209453,0.831585,0.551942,happy
6.235176,0.927424,1.244792,1.031895,0.562901,4.765668,0.644593,0.767586,0.782101,0.297684,11.327292,3.737629,2.281654,1.05083,0.665786,0.485312,0.32319,0.638163,0.216073,0.158342,6.507328,1.72052,1.019751,0.719837,0.473169,sad
3.011723,4.68535,3.256542,1.884955,3.596409,2.412392,2.466877,3.124644,4.371577,7.259175,42.184249,3.177323,2.318442,2.283203,4.543886,2.540531,9.650685,3.928385,9.41516,12.152135,2.464916,3.611995,2.209126,2.765871,3.969384,happy
1.294441,2.982359,2.55201,1.506296,0.847298,0.641301,1.611833,1.566627,1.137844,0.580489,1.025229,1.026976,0.424921,0.471973,0.389551,1.124395,0.812903,0.738358,0.738346,0.39456,0.639179,2.030891,2.22209,1.524031,1.43251,sad
7.62193,3.323332,4.448305,3.99731,15.396983,2.823673,1.596565,3.364124,6.363575,28.387953,77.850236,12.824463,5.138169,3.397668,12.643411,2.9979,3.279611,9.101866,10.509939,31.832603,4.612218,3.153293,4.671024,3.450516,14.439055,happy
25.71009,7.273921,2.184009,1.961987,0.91682,2.023308,1.055274,0.681791,0.811554,1.120991,13.645065,2.026935,1.003194,1.530931,1.363282,4.028089,2.947521,4.345282,1.953868,2.160542,4.713943,1.205511,1.991762,2.028172,1.408126,sad
8.214881,3.459812,1.528247,1.312873,0.861446,1.518964,0.635434,0.251417,0.999892,0.699225,3.762681,1.869032,1.275679,0.591816,0.648944,1.915124,0.8602,0.983582,0.738797,0.445001,12.316187,3.755714,1.215373,1.428251,0.805799,happy
1.820022,2.725463,2.069419,0.716923,0.525735,4.577214,1.368828,1.210876,0.523858,0.444256,6.347209,3.667896,0.998124,1.470382,0.657232,0.457307,0.580025,0.543948,0.519941,0.22628,1.390163,4.065627,1.614428,0.61553,0.570922,sad
2.818352,2.191793,2.118008,1.446219,0.607166,2.803773,1.368708,0.994759,0.838172,0.726529,17.512933,6.121286,3.107934,1.844763,0.682461,0.754497,0.79728,0.277605,0.351044,0.293486,2.239717,2.257776,1.564074,1.56785,0.802485,sad
124.458942,26.634288,4.726505,3.739328,0.579858,4.115416,4.539751,1.610085,1.902855,0.573435,0.430109,1.184441,1.013652,0.507439,0.584581,8.468889,4.971718,5.699538,1.701841,0.974673,38.315829,10.408116,4.783711,3.211487,0.92361,sad
35.99473,5.649307,7.111928,1.985517,0.965505,6.602618,2.84762,1.456876,2.020329,1.234401,0.985415,1.071288,0.282746,0.37087,0.460775,3.067506,0.990291,1.60464,0.913394,0.825396,9.622348,6.04076,3.225956,1.549801,1.305051,happy
84.393911,15.768627,4.306419,1.418453,1.704075,2.827517,2.200727,1.094796,1.192307,1.589301,1.162766,0.49319,0.426199,0.260404,0.715545,3.34256,2.121502,3.094111,1.243342,0.996821,49.17242,11.625521,2.87677,1.684763,1.470753,happy
13.361973,35.457412,15.86302,3.151302,1.112325,1.735951,7.730089,4.999763,1.640097,1.647388,8.084788,23.238239,10.905363,2.018567,1.158475,4.967254,34.562354,19.451864,1.879606,4.675545,42.899515,91.853892,15.486182,6.371165,2.926911,sad
108.843699,13.739501,3.420433,2.331683,1.156568,6.60539,3.620846,1.486023,1.423962,0.711537,1.506547,1.699452,1.031526,0.518575,0.357902,4.002149,1.271197,1.173627,1.136932,0.904866,64.799787,6.817129,1.590747,1.180653,1.274897,happy
5.057765,1.95785,2.416882,0.803651,0.879029,1.686672,0.701506,1.376823,0.673793,0.983397,1.186888,1.399259,0.456948,0.457471,0.508285,2.460579,1.306791,0.805975,1.028117,0.977222,4.364936,2.140813,1.098809,1.038676,1.147518,sad
8.507645,7.865697,4.140547,1.985095,0.724944,2.480614,3.227891,2.202662,1.093495,0.78505,0.987909,1.01071,0.986668,0.522462,0.386663,3.943264,3.279915,1.856023,1.953717,0.534755,13.775205,8.659347,2.736823,2.155952,0.985008,sad
190.621137,77.248122,16.711355,5.0302,3.845648,91.397239,32.809967,18.544056,7.121107,2.395502,8.407088,3.35777,3.568408,1.545572,0.592608,52.78469,22.657096,6.992133,4.729658,2.242652,112.686586,51.707704,15.875571,5.754966,2.941485,happy
4.350374,4.315188,2.822212,1.826806,1.250932,1.053539,3.094114,2.178308,0.928065,1.203164,2.921644,3.621875,1.207541,0.687537,1.188426,1.867154,2.47759,2.064841,2.030119,2.058239,3.395023,2.229772,2.191689,1.225785,1.461449,happy
17.888324,3.269801,0.576659,1.784841,1.046036,3.094429,1.30676,1.644603,1.229972,0.800451,1.420167,0.652311,0.445081,0.862562,0.88705,11.652274,5.362625,3.366261,2.85394,1.799227,11.904812,1.611103,1.089624,1.571928,1.023251,sad
37.477591,14.387016,2.955708,3.534804,0.912871,3.094643,3.353839,1.48345,1.700918,0.931773,0.531635,0.810437,0.420635,0.964007,0.494683,3.01756,2.118719,1.510608,1.28829,0.951102,21.44031,10.559159,2.199968,3.144291,0.81736,sad
78.366775,13.383345,5.879004,2.011607,0.798621,43.071335,5.886334,3.61451,1.412637,1.052347,5.656135,1.092662,0.584979,0.389205,0.616344,56.019805,9.162679,3.023774,1.237078,2.901161,65.717371,8.667707,3.85664,1.429798,1.316336,happy
5.498508,6.020296,5.07734,1.890544,0.782991,1.979041,3.985664,2.168728,3.295229,1.965062,0.99205,0.388062,0.54904,0.982257,15.56917,4.150375,3.856099,3.491401,3.709726,3.321384,3.479619,4.559495,4.198591,1.696394,1.082252,happy
14.727965,4.225915,1.696833,1.033092,0.470683,0.738011,0.961056,0.852466,0.685678,0.659081,0.451715,1.229713,0.786958,0.352914,0.444977,1.220855,0.99415,0.761646,0.81499,0.596913,6.334591,2.181316,1.331964,1.340719,1.512053,sad
17.435865,6.555466,4.925682,4.024504,2.29071,1.239009,1.615938,1.756044,2.319856,2.409009,3.785722,2.814417,2.701324,2.273839,0.679858,6.137428,1.564377,5.122835,4.125545,4.891597,20.206125,3.138139,4.436768,3.004273,1.942458,sad
2.662863,7.043731,5.295787,2.198827,0.788303,1.386445,2.936026,3.472914,1.534143,0.849597,1.272916,0.745696,0.444633,0.581993,0.499836,1.328733,2.053326,1.974805,1.203159,0.396797,2.476833,1.609534,4.776306,1.151833,0.77981,sad
1.403363,4.856343,2.143357,1.282441,0.581919,1.294968,2.016,1.697902,1.178366,0.85123,0.314819,0.962115,0.631635,0.575384,0.417875,1.308398,2.536098,0.454774,0.722386,0.337366,5.603618,3.831461,0.760354,2.081805,0.699707,sad
4.545778,0.511206,1.130555,2.040119,1.201387,1.713549,1.458242,1.103344,2.683932,1.727841,22.125573,4.715427,4.764725,1.97884,1.794682,0.356544,0.389773,1.071614,1.670347,1.041873,4.663051,1.599808,2.43837,1.802179,1.260477,happy
1.060806,0.970804,1.406954,0.983762,0.541383,1.030404,1.284141,1.038074,1.159902,1.055976,0.702689,0.782053,0.619847,0.695313,0.412703,5.701382,0.933399,0.701165,1.635733,0.72033,0.635075,1.063823,1.861018,1.824004,0.751185,sad
4.833352,2.542447,1.836271,1.433993,0.956208,2.368151,1.206598,0.978854,0.755578,1.174716,1.563609,2.088538,0.679036,1.017265,0.634829,1.469318,1.343996,0.803832,1.326913,0.734187,1.514116,2.533821,1.482873,0.932601,0.869519,happy
9.124701,4.622176,1.375118,0.953572,0.632609,2.357913,2.850918,1.326908,1.425149,0.346974,16.573963,5.896721,2.97805,1.049351,0.50844,0.414193,0.270094,0.415055,0.326893,0.408738,3.428655,3.733022,1.891574,1.11723,0.466789,sad
3.647607,3.94116,3.320857,0.612378,0.979931,1.377667,0.820128,0.690948,0.794095,1.866826,18.703643,6.113309,2.208493,1.707706,1.892102,1.262613,1.290479,5.048814,1.790564,2.572071,6.757232,3.369729,1.238277,0.901543,1.822805,sad
2.35904,1.06334,1.120429,0.847051,1.040755,0.799457,0.740953,1.111275,0.862515,0.822322,0.570692,0.713456,1.857174,0.343397,0.367196,1.098582,0.537848,0.8467,1.227952,0.956601,1.234793,1.043298,1.63433,0.621448,0.937842,sad
5.078952,2.279237,1.255745,1.540507,0.619841,0.51667,1.363011,0.888021,1.245639,0.422959,1.425943,1.589298,2.806273,1.477895,0.676552,0.530017,0.305221,0.467754,0.639024,0.432335,3.612862,1.209941,1.278924,1.753852,0.814503,sad
88.355927,18.70475,8.29512,1.91472,1.504317,48.060862,9.440827,4.353121,1.201323,1.626778,8.548961,2.426857,0.665756,0.497753,0.634933,62.074986,13.058019,5.481978,1.174559,2.342603,66.40245,14.281807,6.501325,1.839641,1.715649,happy
3.906375,2.849077,2.730158,3.036821,2.178975,2.184897,1.410998,2.245263,3.542866,4.048665,5.741779,2.750378,3.626584,3.114402,2.370253,0.973108,4.581761,3.892415,2.576958,3.603821,6.444142,3.949336,1.428027,1.920587,3.365685,sad
25.416767,10.532221,2.927197,1.887452,0.784942,6.251683,0.797967,1.592026,1.649414,0.907347,1.229003,1.084574,0.481375,0.554717,0.286801,3.028697,2.429867,1.258565,1.035829,0.374696,11.403881,5.45241,2.198382,1.853522,0.969256,happy
4.07631,1.49147,1.954553,2.094119,0.885111,3.842559,0.925031,1.070063,2.789652,1.381322,3.379242,3.169736,3.128495,2.226784,0.791902,1.419703,0.630471,0.654775,0.994392,0.790065,3.14493,0.947754,1.504005,1.662282,0.693998,happy
1.904275,2.765389,1.48554,1.093335,0.642595,3.214878,1.557696,0.793787,0.963363,0.516859,2.504726,2.976529,1.269525,1.149101,0.444215,0.67938,0.404687,0.840623,0.364324,0.364208,2.089604,2.268777,0.901915,0.96577,0.549568,happy
25.280805,11.3124,2.414807,2.085089,0.660418,1273.85396,67.133389,66.928702,26.175058,7.518211,2.483905,0.560736,1.217577,1.321204,15.34212,3.230745,2.37738,4.108465,2.152534,2.894852,15.313836,6.449255,2.228746,1.320801,0.585512,happy
76.056997,8.589766,1.378811,0.96789,0.81055,1.757906,0.714482,0.487382,1.398093,1.998194,4.716301,2.137229,0.991031,1.184288,0.925373,0.769934,1.609425,2.344014,1.245618,3.445655,24.109546,1.039476,1.17001,0.91159,0.827459,sad
100.9537,49.011064,18.23349,8.348559,3.262132,99.095448,36.794627,16.845339,6.960368,3.658398,8.997336,4.963983,3.073391,1.31162,1.084479,62.304512,26.970847,7.557696,5.860641,1.715073,105.908844,42.245607,15.557646,8.680749,2.399407,happy
4.247644,1.920527,1.102785,1.989603,1.291655,12.186931,1.159417,2.076285,2.057045,2.568655,5.141063,3.028889,0.774775,1.822652,1.532441,1.614129,0.530257,0.411473,1.137545,1.630263,5.999759,2.011845,2.295764,1.756887,1.999382,happy
4.635218,0.936904,1.833956,1.163133,0.763368,8.096193,1.727045,3.407872,0.981685,0.862762,4.941189,4.561959,1.645676,0.633102,0.778135,0.652687,0.97165,0.3953,0.314934,0.206633,2.866245,0.670299,1.935846,1.316265,0.576722,sad
5.428457,2.716647,3.860489,1.346815,0.578026,2.104646,0.670597,1.670185,0.621503,0.593246,4.66187,3.281796,3.326643,1.443093,0.921753,0.625164,0.518771,0.526566,0.404265,0.17719,2.278693,3.253571,2.433234,1.54888,0.522005,sad
67.557343,12.62617,2.042472,1.525076,0.772534,0.659919,0.762844,0.836446,1.126203,0.918425,0.852329,1.046271,0.446624,0.777321,0.433423,1.039134,1.692509,0.859927,0.850664,0.821143,23.088621,4.097666,1.520249,1.434505,0.825977,sad
18.094279,11.175721,3.002944,0.617643,0.592457,1.773579,2.137095,2.597867,0.610032,0.424648,6.13865,4.596679,5.361359,1.555112,0.860435,0.721278,0.619795,0.428201,0.385289,0.283206,8.441349,8.58531,3.443405,1.104886,0.618066,sad
13.896084,9.952733,2.689124,1.895895,0.971004,8.022585,6.203338,2.208679,1.589127,1.007434,2.728563,1.359372,1.417901,0.830021,0.500539,8.440996,8.670024,2.763426,1.68647,0.928553,16.664654,9.605519,3.039287,2.203012,1.058718,sad
32.244446,6.254521,2.617129,2.385857,0.857225,2.066825,1.74442,0.744391,1.406492,1.211484,8.901624,3.120319,2.569266,1.903884,0.967641,2.3251,3.448836,5.455109,1.32092,1.862487,36.28348,3.661235,5.637438,1.503797,0.852975,sad
221.202892,6.991255,6.144466,1.975072,0.999194,6.67434,2.324837,0.853851,0.429071,0.686484,0.804258,0.696867,1.021162,0.449213,0.423063,1.864834,2.173517,1.210829,0.710261,0.479632,37.45361,3.50611,1.852779,0.855457,0.766937,sad
57.17362,17.733773,8.744371,6.050112,1.172238,2.109184,1.824491,1.352612,0.545548,0.611348,0.864448,1.423452,2.037284,0.687688,0.464858,2.63394,1.126243,3.569192,1.162397,0.371699,4.913918,3.498304,7.684324,1.320414,0.646812,sad
4.883048,1.173338,2.313803,0.994245,0.653468,1.326445,0.637049,1.072125,0.726683,0.482452,4.331068,2.820402,3.300736,1.252283,0.490021,0.401276,0.414684,0.70317,0.378545,0.249468,5.004535,1.14865,3.07322,1.167155,0.532953,sad
6.119968,4.140424,2.011947,0.834245,1.090705,2.588309,2.233581,1.314457,1.015835,0.639517,0.303369,1.195141,0.669627,0.71653,0.23287,1.896279,0.979207,1.012592,0.650903,0.469048,13.995382,1.399818,2.065873,1.793501,0.754921,sad
124.776295,9.69457,2.521819,0.750926,0.454661,5.197239,1.998463,0.532355,0.40226,0.573621,1.74795,3.016003,1.7514,0.864453,0.742007,1.458161,1.572848,0.779813,0.321043,0.274164,61.42185,6.255402,2.480969,0.526298,0.805802,sad
9.243087,5.632812,5.825532,4.373949,3.040664,1.015568,0.876016,0.960732,1.942938,2.74442,18.052598,7.07483,5.290712,2.129239,1.614112,2.153669,2.859722,2.875058,1.966839,2.246591,6.702668,4.608964,3.291363,1.484208,2.611747,sad
44.453254,8.065948,3.526571,1.197795,1.748354,3.204589,1.973998,1.154981,1.171307,1.529098,0.831106,0.497925,0.40266,0.270823,0.758452,2.714355,1.811468,3.335219,1.054925,0.966475,28.93743,7.07427,2.651018,1.414621,1.522618,happy
10.930949,4.597781,4.09912,1.222804,0.663119,5.44534,1.689549,0.893281,1.746051,1.124073,1.038469,0.65747,0.200738,0.752953,0.459109,25.621329,22.105192,6.335614,4.324211,1.113307,14.308605,5.967872,1.953875,1.428127,0.963496,sad
9.97662,5.957932,4.576366,1.630195,0.808876,3.819229,3.511308,2.302917,1.564484,0.816388,1.092728,0.438208,0.865791,0.614404,0.322987,2.087515,4.268523,2.0532,0.877644,0.6239,10.37608,6.493953,3.68696,1.534582,0.787238,sad
18.271046,8.836558,2.491762,1.887198,1.478007,1.360741,1.312032,1.332348,1.260671,1.397198,7.868057,8.286633,4.317343,4.337088,1.367785,2.022403,3.008737,1.997911,1.342917,4.086902,8.740901,4.782159,1.924505,2.150112,2.911219,sad
6.46784,1.718049,2.155736,0.973858,0.46494,1.77997,1.164999,0.829535,0.934769,0.707482,1.747272,2.09966,1.380046,0.938865,0.386586,1.937114,0.584518,0.300186,0.537517,0.269625,5.829348,1.528346,2.732571,1.652563,0.451094,happy
13.359591,16.763263,6.817397,2.559831,1.720228,8.543476,5.235669,2.357166,1.709063,1.210007,1.485586,0.910855,1.409618,0.987045,0.769906,8.69317,12.212012,2.5253,1.513776,1.10682,9.724433,12.76333,5.467358,3.262877,1.69029,happy
3.836986,1.897942,2.083185,1.426646,1.431698,16.369352,5.996208,2.392574,1.177367,4.345084,1.183455,1.240976,1.284666,0.827797,1.104621,1.400982,1.177706,2.96611,2.841708,2.941487,28.324479,13.659396,3.845579,2.270371,2.814959,happy
9.071591,4.421471,2.106394,0.888926,1.122039,3.665011,3.112882,1.387912,0.431019,0.897603,0.54199,1.053708,0.698949,0.245184,0.455689,1.221548,2.963067,0.417099,0.872979,0.497532,4.881245,7.734372,2.133452,0.970796,1.078107,sad
12.556897,3.89807,5.043096,3.416758,1.708566,13.046043,5.709903,4.90483,4.047529,3.710086,88.049963,20.09815,7.025739,8.783786,2.249322,15.483097,10.385523,13.918004,9.621234,7.150475,8.191058,3.918313,6.130366,4.111286,2.025033,happy
21.117216,4.447372,2.272207,1.221009,0.625078,1.846301,0.692423,0.85254,1.489266,1.366234,4.958675,1.952694,2.263406,1.223574,0.958727,6.120307,2.049957,2.196561,2.676278,2.633655,9.736836,3.178644,1.851357,1.374167,1.149584,sad
9.947337,2.050627,0.598446,1.353877,0.514683,8.938104,2.325355,1.330899,1.252194,1.004886,5.865479,1.039245,1.529018,0.953713,0.412962,0.929644,0.444492,0.481654,0.539531,0.423285,9.056357,1.81912,1.705864,1.826713,0.63992,happy
13.213252,7.188621,5.220295,1.764779,0.874787,5.061394,3.093901,0.920923,1.179374,0.79247,1.049155,0.422274,0.530904,0.636522,0.341559,1.32863,2.812782,1.653061,0.693222,0.547021,9.463692,4.634955,2.122714,0.976682,0.734209,sad
3.619427,6.25137,3.781017,0.953417,0.573958,3.3363,1.279679,0.985213,1.978855,1.460191,0.682854,0.158556,1.059464,1.597298,18.802895,3.210631,3.669584,3.602084,4.862108,1.960805,5.961671,6.110468,6.169435,1.282513,0.920883,happy
4.628709,1.510171,2.48391,1.905819,0.625897,3.690156,0.826891,1.893378,1.333283,0.487681,5.801493,1.225186,2.31976,1.587072,0.391974,1.227042,0.272714,0.897181,1.215276,0.368753,4.240457,1.744466,1.924217,2.22601,0.540317,happy
15.043552,3.27714,2.685504,1.661362,1.327068,5.918607,2.466171,1.833155,1.345592,1.12841,0.757297,0.399334,0.659169,2.503563,1.677604,45.723653,16.282709,19.926357,4.506886,1.975905,10.552941,3.233241,1.809309,2.481509,0.983379,sad
3.662539,1.56605,1.114321,0.961988,0.425923,3.222534,0.36826,0.800822,0.646349,0.433635,3.697815,4.199345,1.153071,1.04598,0.893224,1.027245,0.872178,0.409375,0.216246,0.216148,2.988914,2.917123,1.834743,0.878428,0.598464,sad
14.774271,3.176504,4.59695,1.282441,0.517472,6.301093,1.535655,2.938789,1.287068,0.558677,1.757864,1.22898,1.40288,2.540505,1.789612,22.343144,7.218992,5.934165,3.288469,1.363154,8.444966,3.899855,5.296437,1.827955,0.511438,sad
6.999819,5.755962,3.165067,1.474978,0.74939,3.251024,2.437388,0.417918,1.018125,0.886999,6.979018,8.46637,0.773418,1.202458,0.455261,0.89481,1.316437,1.472538,0.723385,0.358328,9.047763,8.437991,2.895432,1.474821,0.522498,happy
1.53439,1.099963,1.279071,0.701617,0.799505,2.14431,0.860874,1.519671,1.053049,0.589104,1.470948,0.837488,0.570552,0.495348,0.744946,1.080423,2.309748,1.463423,2.066739,1.505312,2.141146,1.774575,0.86257,0.579895,1.129589,happy
464.322975,100.218451,17.265183,3.685754,1.734196,1312.930041,454.960452,169.957812,91.375024,10.278841,2.788396,1.023276,1.171553,0.811763,0.486073,16.583635,1.775632,0.558053,1.167573,0.644723,407.34331,57.992666,17.424915,5.978576,3.847262,sad
2.970733,1.844625,0.845362,0.800969,0.99846,4.876456,2.399418,0.816037,0.453926,0.757499,1.34432,2.265674,0.604643,0.557307,0.643465,2.198925,2.75511,1.171186,0.782845,1.230337,1.253878,1.833246,0.618912,1.111493,1.443717,sad
3.585021,6.310983,4.964495,1.350041,0.967485,11.113978,3.641283,3.804035,2.281469,3.210946,6.067327,1.412797,1.507206,2.470391,20.00479,29.710548,3.676989,6.239095,3.897054,3.803116,6.004351,7.190097,1.741321,1.497269,1.496451,sad
126.727156,18.14842,9.234688,2.09996,0.971667,3.832164,1.111956,3.462245,1.976229,1.450934,1.917826,1.019778,1.05124,2.473506,17.399466,19.936052,5.915099,4.109075,4.857432,3.582884,36.592997,6.174708,6.023792,1.632818,1.275694,happy
5.640407,2.46748,1.950455,1.717361,0.836508,0.977135,0.831725,1.089966,1.309315,0.521814,0.303853,0.6242,0.485858,0.47346,0.371923,2.939117,3.147656,1.432171,0.777415,0.560716,4.892652,4.508978,3.340343,1.490196,0.911678,sad
1.83051,2.767142,2.143065,1.577207,0.761336,2.085342,2.901076,2.46064,1.27517,1.083794,1.276463,2.321367,1.029099,0.681396,0.454004,3.209156,2.065616,1.087834,0.977742,0.464051,1.652965,2.831222,2.35156,1.061,1.407555,sad
4.053989,2.231357,1.073591,1.603977,1.228733,5.018657,2.492375,0.909711,2.257239,1.217889,21.284305,4.878043,2.940626,2.095277,2.046654,0.615636,0.491926,0.626042,0.853177,0.999073,3.73204,2.02352,1.587196,1.640445,1.257695,happy
2.586751,0.817063,0.833274,1.017407,0.717511,1.062748,0.885863,0.690779,0.926755,0.675928,0.458754,1.131351,1.039239,0.466699,0.345978,0.871514,0.56978,0.932756,0.932104,0.752356,1.27493,1.369153,1.698364,0.889909,0.766718,sad
15.693418,12.302424,3.826864,2.966795,2.140911,5.139566,1.824266,3.841138,1.706342,1.694656,1.252156,1.35397,1.215595,1.035758,0.93367,17.563601,6.272916,3.877539,2.324856,2.490288,17.190293,6.079483,5.109607,3.001902,2.268503,sad
2.939668,4.178278,4.106137,2.417797,1.609968,2.653539,3.175956,3.317883,1.446466,0.804567,3.744675,3.342033,1.591598,1.200872,1.224426,2.864473,3.302877,0.897316,1.505588,1.944518,3.971243,4.440127,1.102691,1.74602,2.012617,happy
14.889533,6.294971,3.60413,2.211934,0.938874,4.033348,2.10556,1.671566,1.328008,1.747756,1.372494,0.609974,1.001669,0.428656,0.774704,4.00443,1.90739,1.870392,0.683666,0.598502,8.059966,3.595095,1.502364,0.770657,1.33355,happy
3.266092,2.542819,2.472749,1.364541,0.534254,2.270351,1.438962,1.786908,1.507243,2.867392,0.735807,0.760773,1.804499,1.068609,17.550846,4.643702,3.940599,2.408655,1.979842,5.044763,3.866446,3.010012,1.528572,1.25944,0.735198,happy
12.44914,4.539697,2.241155,1.184345,4.726916,5.079576,1.377032,4.586451,1.47627,6.231887,6.244041,6.819762,3.958883,1.350992,3.545514,1.312834,0.796884,0.842004,0.733721,3.539108,13.747506,6.724698,3.599642,1.769207,3.698872,happy
4.137182,0.69913,0.83052,0.836189,0.417826,1.534239,1.355804,1.318622,0.507779,0.575839,0.867763,1.54746,0.402742,0.328089,0.409858,2.506669,2.613482,0.503176,0.636018,0.453275,4.224328,1.545369,0.519923,2.65921,1.534952,sad
27.257992,10.574864,4.668044,2.923287,0.87376,1.649475,2.115046,1.593739,0.454588,0.708274,0.520998,0.707136,0.802038,0.433352,0.504162,2.693944,1.739696,2.11719,1.216388,0.426731,3.525867,2.488521,4.435194,1.202487,0.614593,sad
30.29814,3.193617,1.528317,0.973797,0.527398,3.898187,1.582856,1.131614,0.95917,0.384377,4.349846,4.448347,2.686646,1.459008,0.707969,0.696091,0.323997,0.247947,0.314337,0.19935,18.994522,2.204791,1.784481,1.596772,0.392419,sad
72.118435,14.179704,2.746114,1.117215,1.262765,5.195973,2.43913,1.091341,1.500575,1.332974,11.729665,20.704318,18.862311,8.74101,9.516229,44.771668,13.571122,4.758694,2.593559,0.891548,53.414781,17.10467,1.912156,1.419074,0.889018,sad
4.638861,5.375852,1.504047,1.542095,1.835393,9.05105,6.182561,2.021237,2.065285,1.651655,0.754275,1.322374,1.307226,0.578694,0.49219,3.181099,3.041713,0.941943,1.046131,0.727729,7.157832,6.877643,2.578854,1.275171,1.423733,happy
85.3495,6.762497,0.868332,0.908712,2.189854,1.451099,0.559342,1.143368,1.831711,3.920784,4.764867,1.021686,1.509735,1.073379,1.800395,1.60111,1.233647,2.052396,2.484008,6.475571,19.565455,3.095723,0.968556,1.230262,3.371045,sad
6.132185,4.099677,2.264173,0.590502,0.670876,4.309474,1.512929,1.950651,0.597656,0.613098,0.303118,0.499484,0.255099,0.253903,0.325809,3.790059,3.226763,1.602654,0.915357,0.691948,4.954778,3.089557,1.438136,1.971608,0.734532,sad
215.146975,32.579806,7.719399,0.720709,0.874843,5.350181,1.727596,1.687352,1.117184,0.896283,0.291098,0.51174,1.069093,1.063485,0.478769,2.899987,6.749265,8.868617,1.284266,0.483648,97.613052,17.802458,8.774248,1.396357,1.274117,sad
23.471745,6.038311,2.484502,5.565208,1.629603,4.941074,1.195251,2.713714,4.357547,4.174624,20.949727,3.761079,4.448304,2.820099,2.562667,20.4098,4.687303,4.745523,14.588556,8.219814,29.900885,5.898297,1.647056,4.106735,2.978287,happy
87.896696,15.008345,8.975923,1.25036,0.859192,7.022502,3.189198,4.088753,1.385062,1.03317,1.588014,0.814609,1.50228,0.574774,0.494692,7.336005,5.042031,6.416747,2.533393,1.285271,28.001581,10.734637,6.953917,1.319731,1.276358,sad
9.856071,2.423645,1.055429,1.039873,0.454207,5.435667,1.97808,0.949649,0.493093,0.461466,10.22105,4.678623,2.406413,1.929595,1.008186,0.849306,0.596191,0.253002,0.329015,0.295685,10.732114,3.318815,1.33206,1.043023,0.552254,sad
103.007415,4.517598,1.910334,1.551431,0.749586,4.447761,1.072387,0.764712,0.645839,0.909999,1.061825,0.411081,0.439325,0.645732,0.39858,1.605127,1.171205,0.346087,0.580593,0.697207,41.277368,3.29097,1.369688,1.534477,1.268377,sad
6.870135,4.763271,1.727207,0.6397,0.724058,6.923209,1.340553,1.518953,0.752188,0.68339,0.49201,0.955186,0.312738,0.300331,0.28079,4.40255,3.10521,1.433349,1.269279,0.862363,5.46902,4.318973,1.309226,2.188381,0.707694,sad
25.22596,5.36082,2.394009,1.616139,0.578103,3.966448,1.67159,1.814573,1.575753,1.407543,1.293034,1.699683,0.889119,0.551141,0.565869,4.581785,2.909024,1.692454,0.733334,0.758035,12.499377,2.511882,3.768394,1.237802,1.55685,happy
16.000455,5.319014,3.716332,1.652424,1.770767,9.443762,7.162388,2.312189,2.440621,5.433222,129.843255,91.224664,54.265872,7.657374,4.313413,30.211542,10.266276,3.092684,3.209252,6.546913,81.356063,19.176772,12.384342,10.106382,7.886292,sad
28.48304,8.915146,3.523174,3.271906,1.472183,2.312091,1.265513,1.354537,2.95538,2.896414,5.328952,4.802374,4.981954,1.676075,2.525156,2.327334,2.742214,2.012772,2.321412,4.296091,17.669882,5.326461,2.429345,2.449635,2.28042,sad
65.751654,26.112811,13.532881,2.880081,1.564504,43.81671,17.30338,10.250197,3.086635,1.821969,5.984607,3.977088,2.437165,0.830534,0.810766,32.104299,12.363308,7.441083,2.083308,1.15495,65.364265,20.197947,13.682743,2.665778,1.309492,happy
6.39731,4.714711,0.727319,1.066831,0.733498,3.59052,4.103327,0.946758,1.071517,0.845404,0.790878,1.502021,0.983138,1.004374,0.588802,4.951051,7.204003,4.243992,1.210366,1.261691,6.147704,5.913126,0.929092,1.683438,0.718272,sad
